A,B,C,G,,,,
50910,47792,47868,3,354.07,-15.06,-416.70,458.52
50910,47732,47868,3,354.07,-15.06,-415.55,458.64
50910,47732,47375,3,354.07,-15.06,-414.47,458.77
50910,47732,47375,3,354.07,-15.06,-414.30,458.79
50633,47732,47375,3,354.07,-15.06,-414.46,458.92
50633,47657,47375,3,354.07,-15.06,-414.75,459.05
50633,47657,46976,3,354.07,-15.06,-416.12,459.17
50633,47657,46976,3,354.07,-15.06,-416.31,459.20
51614,47657,46976,3,354.07,-15.06,-419.10,459.33
51614,47705,46976,3,354.07,-15.06,-419.12,459.46
51614,47705,47615,3,354.07,-15.06,-420.66,459.58
51614,47705,47615,3,354.07,-15.06,-420.89,459.61
51276,47705,47615,3,354.07,-15.06,-425.62,459.74
51276,48391,47615,3,354.07,-15.06,-428.05,459.87
51276,48391,47546,3,354.07,-15.06,-427.79,459.99
51276,48391,47546,3,354.07,-15.06,-427.73,460.02
50837,48391,47546,3,354.07,-15.06,-427.24,460.15
50837,48068,47546,3,354.07,-15.06,-427.74,460.28
50837,48068,47922,3,354.07,-15.06,-431.22,460.40
50837,48068,47922,3,354.07,-15.06,-431.46,460.43
50830,48068,47922,3,354.07,-15.06,-431.01,460.56
50830,48367,47922,3,351.87,37.34,-429.95,460.69
50830,48367,47122,3,342.11,36.99,-427.47,460.81
50830,48367,47122,3,337.32,38.03,-426.77,460.84
50351,48367,47122,3,333.83,34.34,-425.18,460.97
50351,48530,47122,3,332.62,37.22,-424.23,461.10
50351,48530,46530,3,331.13,40.90,-424.02,461.22
50351,48530,46530,3,329.61,42.08,-423.98,461.25
51292,48530,46530,3,326.89,45.92,-424.75,461.38
51292,48393,46530,3,325.46,43.56,-427.81,461.51
51292,48393,47281,3,322.13,42.73,-427.77,461.64
51292,48393,47281,3,321.70,43.43,-427.76,461.66
51202,48393,47281,3,320.19,45.22,-426.21,461.80
51202,48165,47281,3,320.30,45.92,-423.79,461.92
51202,48165,46997,3,322.58,45.55,-422.30,462.05
51202,48165,46997,3,323.03,44.52,-422.06,462.07
51323,48165,46997,3,322.75,47.52,-421.18,462.21
51323,47658,46997,3,322.62,47.87,-420.58,462.33
51323,47658,47378,3,323.02,49.43,-419.32,462.46
51323,47658,47378,3,323.74,48.25,-419.07,462.49
51798,47658,47378,3,324.20,54.02,-416.37,462.62
51798,48855,47378,3,326.31,52.23,-414.05,462.75
51798,48855,46852,3,322.99,50.26,-412.06,462.87
51798,48855,46852,3,322.31,47.40,-411.89,462.90
51235,48855,46852,3,322.46,46.37,-412.61,463.03
51235,49136,46852,3,320.58,47.89,-413.14,463.16
51235,49136,47181,3,318.62,50.99,-414.74,463.29
51235,49136,47181,3,318.14,50.45,-415.13,463.31
51053,49136,47181,3,316.20,50.93,-415.92,463.45
51053,50259,47181,3,313.03,52.79,-415.52,463.58
51053,50259,47641,3,312.54,55.35,-415.49,463.70
51053,50259,47641,3,312.77,56.30,-415.48,463.73
50623,50259,47641,3,311.76,59.73,-415.86,463.86
50623,49380,47641,3,311.12,58.60,-415.36,463.99
50623,49380,47846,3,309.25,59.64,-415.35,464.12
50623,49380,47846,3,309.38,60.03,-415.33,464.15
51757,49380,47846,3,306.52,59.05,-415.03,464.28
51757,49631,47846,3,303.88,60.86,-415.00,464.41
51757,49631,47397,3,304.10,62.48,-415.43,464.54
51757,49631,47397,3,304.80,62.99,-415.41,464.56
51924,49631,47397,3,303.72,64.07,-415.87,464.70
51924,50156,47397,3,302.40,63.42,-414.69,464.83
51924,50156,47419,3,298.28,63.09,-412.46,464.95
51924,50156,47419,3,297.55,64.92,-411.77,464.98
51105,50156,47419,3,299.08,66.74,-410.92,465.11
51105,49703,47419,3,297.72,66.62,-410.32,465.24
51105,49703,47852,3,298.00,70.13,-409.97,465.37
51105,49703,47852,3,296.34,70.64,-409.78,465.40
51498,49703,47852,3,299.59,77.43,-410.10,465.53
51498,49496,47852,3,296.88,86.16,-408.87,465.66
51498,49496,48074,3,290.94,87.31,-408.26,465.79
51498,49496,48074,3,291.14,84.27,-408.29,465.81
50905,49496,48074,3,288.74,79.66,-409.53,465.95
50905,50744,48074,3,284.57,75.36,-409.88,466.08
50905,50744,47905,3,282.85,72.01,-410.10,466.21
50905,50744,47905,3,283.50,72.89,-410.22,466.23
50712,50744,47905,3,283.83,70.92,-410.24,466.37
50712,51186,47905,3,283.22,71.98,-410.82,466.50
50712,51186,47693,3,286.91,70.78,-410.84,466.62
50712,51186,47693,3,288.52,71.29,-410.92,466.65
50501,51186,47693,3,288.82,70.47,-411.14,466.78
50501,52063,47693,3,289.92,69.55,-411.37,466.92
50501,52063,48385,3,290.63,66.46,-411.52,467.05
50501,52063,48385,3,292.51,66.29,-411.56,467.07
51413,52063,48385,3,295.07,60.40,-413.29,467.21
51413,49459,48385,3,300.44,57.79,-418.54,467.34
51413,49459,47843,3,313.75,50.39,-427.88,467.46
51413,49459,47843,3,317.34,52.67,-430.22,467.49
50575,49459,47843,3,332.92,51.85,-440.10,467.62
50575,48151,47843,3,250.64,53.44,-449.43,467.75
50575,48151,47578,3,182.11,51.54,-459.77,467.87
50575,48151,47578,3,140.96,51.59,-462.28,467.90
50833,48151,47578,3,104.59,51.39,-476.72,468.03
50833,48162,47578,3,78.87,53.11,-492.80,468.16
50833,48162,47610,3,60.53,51.03,-509.68,468.29
50833,48162,47610,3,61.21,49.69,-513.38,468.31
50999,48162,47610,3,43.39,137.62,-526.41,468.45
50999,47831,47610,3,35.98,194.89,-539.42,468.57
50999,47831,48081,3,25.99,241.44,-543.88,468.70
50999,47831,48081,3,35.83,257.41,-545.13,468.73
50038,47831,48081,3,29.65,286.61,-550.31,468.86
50038,46180,48081,3,28.97,305.15,-553.36,468.98
50038,46180,48305,3,31.20,317.41,-553.97,469.11
50038,46180,48305,3,41.74,311.31,-553.81,469.13
47674,46180,48305,3,41.28,318.92,-552.73,469.26
47674,45546,48305,3,44.83,322.21,-552.26,469.38
47674,45546,47928,3,51.17,321.60,-551.01,469.51
47674,45546,47928,3,58.20,313.41,-550.69,469.53
47596,45546,47928,3,60.59,315.12,-550.26,469.66
47596,45180,47928,3,63.40,314.23,-549.57,469.78
47596,45180,47614,3,67.12,310.69,-549.21,469.91
47596,45180,47614,3,71.09,304.13,-549.09,469.93
47726,45180,47614,3,74.04,302.37,-549.44,470.06
47726,45367,47614,3,75.83,300.24,-548.63,470.18
47726,45367,47355,3,78.06,297.08,-548.09,470.31
47726,45367,47355,3,79.64,293.54,-548.00,470.33
47755,45367,47355,3,81.51,291.22,-548.17,470.46
47755,44937,47355,3,82.44,290.12,-547.42,470.58
47755,44937,47779,3,82.90,289.17,-547.14,470.71
47755,44937,47779,3,82.97,287.96,-547.08,470.73
47768,44937,47779,3,83.52,286.81,-547.10,470.86
47768,45003,47779,3,84.08,286.01,-546.73,470.98
47768,45003,47638,3,84.53,285.71,-546.84,471.11
47768,45003,47638,3,84.41,285.00,-546.89,471.13
47817,45003,47638,3,84.72,284.49,-546.59,471.26
47817,44629,47638,3,84.62,284.19,-546.80,471.38
47817,44629,47420,3,84.48,284.33,-546.81,471.50
47817,44629,47420,3,84.10,284.43,-546.80,471.53
47634,44629,47420,3,83.34,284.96,-546.51,471.66
47634,43717,47420,3,82.99,285.66,-546.15,471.78
47634,43717,45929,3,83.01,285.82,-546.08,471.90
47634,43717,45929,3,82.87,285.91,-546.07,471.92
46694,43717,45929,3,82.98,286.56,-546.47,472.05
46694,43136,45929,3,85.89,287.23,-549.19,472.17
46694,43136,46205,3,88.96,288.00,-549.64,472.29
46694,43136,46205,3,87.73,287.75,-549.60,472.32
47647,43136,46205,3,87.90,283.46,-550.08,472.44
47647,43237,46205,3,86.40,281.79,-550.54,472.56
47647,43237,46634,3,86.00,281.49,-551.18,472.68
47647,43237,46634,3,85.20,281.61,-551.37,472.71
47786,43237,46634,3,85.00,281.30,-552.77,472.84
47786,43569,46634,3,85.42,280.90,-552.55,472.95
47786,43569,47476,3,84.82,279.56,-553.22,473.08
47786,43569,47476,3,84.62,278.81,-553.09,473.11
47655,43569,47476,3,83.62,276.56,-552.91,473.23
47655,43716,47476,3,82.45,275.78,-551.95,473.35
47655,43716,47338,3,82.87,276.18,-553.38,473.47
47655,43716,47338,3,82.82,277.43,-553.61,473.50
47783,43716,47338,3,82.61,277.98,-555.21,473.63
47783,43133,47338,3,83.95,277.09,-555.90,473.74
47783,43133,47688,3,83.84,277.40,-557.21,473.87
47783,43133,47688,3,84.14,277.43,-557.50,473.90
48108,43133,47688,3,83.36,277.34,-556.68,474.02
48108,42589,47688,3,82.34,276.98,-554.98,474.14
48108,42589,46841,3,82.62,276.15,-554.83,474.26
48108,42589,46841,3,83.19,276.27,-554.78,474.29
47557,42589,46841,3,83.44,276.36,-554.88,474.42
47557,42946,46841,3,83.65,276.96,-554.55,474.53
47557,42946,46927,3,83.79,278.01,-554.77,474.66
47557,42946,46927,3,83.81,278.37,-554.72,474.68
47433,42946,46927,3,83.84,278.75,-554.73,474.81
47433,43014,46927,3,84.13,278.31,-554.55,474.93
47433,43014,46878,3,83.92,278.73,-554.32,475.05
47433,43014,46878,3,84.09,278.92,-554.31,475.08
47402,43014,46878,3,84.22,279.67,-553.93,475.20
47402,42495,46878,3,84.10,279.61,-553.32,475.32
47402,42495,46318,3,84.22,279.52,-553.12,475.44
47402,42495,46318,3,84.23,279.70,-553.10,475.47
47498,42495,46318,3,84.36,280.42,-552.96,475.59
47498,43041,46318,3,84.45,281.01,-552.92,475.71
47498,43041,46233,3,84.09,281.88,-552.50,475.83
47498,43041,46233,3,83.78,282.11,-552.35,475.86
47960,43041,46233,3,83.42,282.33,-551.67,475.99
47960,42858,46233,3,83.42,283.10,-552.03,476.10
47960,42858,46374,3,84.30,282.80,-553.02,476.23
47960,42858,46374,3,84.58,282.39,-553.34,476.25
47642,42858,46374,3,84.48,284.76,-555.88,476.38
47642,42856,46374,3,82.55,281.22,-558.55,476.50
47642,42856,46959,3,79.36,280.49,-559.74,476.62
47642,42856,46959,3,79.31,280.30,-559.82,476.65
47701,42856,46959,3,78.60,281.98,-559.89,476.77
47701,43133,46959,3,78.29,282.71,-560.07,476.89
47701,43133,46679,3,79.03,282.91,-560.40,477.01
47701,43133,46679,3,79.54,282.85,-560.60,477.04
47404,43133,46679,3,84.09,284.58,-566.63,477.17
47404,43486,46679,3,84.42,284.43,-569.83,477.28
47404,43486,47911,3,79.75,282.81,-572.73,477.41
47404,43486,47911,3,76.60,282.69,-573.12,477.44
45718,43486,47911,3,74.86,271.40,-572.57,477.56
45718,43509,47911,3,76.25,268.93,-571.26,477.68
45718,43509,47505,3,79.27,269.75,-569.69,477.80
45718,43509,47505,3,80.48,271.10,-569.31,477.83
46083,43509,47505,3,80.59,272.64,-567.69,477.95
46083,43770,47505,3,80.78,274.16,-566.40,478.07
46083,43770,47097,3,81.92,275.41,-566.50,478.20
46083,43770,47097,3,82.36,275.96,-566.50,478.22
46514,43770,47097,3,82.93,277.73,-566.17,478.35
46514,42998,47097,3,83.29,279.31,-565.66,478.46
46514,42998,46822,3,83.06,280.12,-565.17,478.59
46514,42998,46822,3,82.94,279.86,-565.04,478.61
47129,42998,46822,3,83.78,280.61,-564.93,478.74
47129,42944,46822,3,84.39,280.93,-565.19,478.85
47129,42944,46768,3,84.50,281.03,-565.66,478.98
47129,42944,46768,3,84.17,280.52,-565.79,479.01
47199,42944,46768,3,83.69,280.80,-565.07,479.13
47199,43454,46768,3,83.80,279.96,-565.17,479.25
47199,43454,46578,3,83.02,280.18,-565.02,479.37
47199,43454,46578,3,82.24,280.36,-564.94,479.40
46837,43454,46578,3,83.28,280.98,-565.15,479.52
46837,43469,46578,3,86.85,280.16,-566.57,479.64
46837,43469,46803,3,90.55,279.64,-568.89,479.76
46837,43469,46803,3,90.12,278.48,-569.38,479.79
46134,43469,46803,3,88.39,278.10,-569.58,479.91
46134,43416,46803,3,85.58,276.82,-568.36,480.03
46134,43416,47981,3,84.02,275.26,-567.11,480.16
46134,43416,47981,3,83.61,275.45,-566.85,480.18
46585,43416,47981,3,82.03,274.21,-565.81,480.31
46585,43915,47981,3,82.32,274.68,-564.94,480.43
46585,43915,47119,3,82.24,276.12,-565.42,480.55
46585,43915,47119,3,81.92,277.01,-565.58,480.58
46098,43915,47119,3,82.34,276.24,-565.61,480.70
46098,43150,47119,3,82.60,276.65,-565.60,480.82
46098,43150,47175,3,82.59,275.62,-564.84,480.94
46098,43150,47175,3,82.98,275.67,-564.74,480.97
46029,43150,47175,3,81.34,276.94,-563.91,481.09
46029,43449,47175,3,81.86,275.75,-563.20,481.21
46029,43449,46649,3,81.82,276.66,-562.87,481.33
46029,43449,46649,3,81.64,277.51,-562.80,481.36
46589,43449,46649,3,81.58,277.49,-562.55,481.48
46589,43575,46649,3,81.20,277.89,-561.76,481.60
46589,43575,46903,3,81.41,277.97,-561.20,481.73
46589,43575,46903,3,81.66,278.24,-561.12,481.75
46349,43575,46903,3,82.73,277.98,-561.42,481.88
46349,42951,46903,3,82.84,278.55,-561.39,481.99
46349,42951,46688,3,82.62,278.69,-560.70,482.12
46349,42951,46688,3,82.30,279.05,-560.65,482.14
46532,42951,46688,3,82.93,278.54,-560.68,482.27
46532,43466,46688,3,83.36,278.46,-560.91,482.39
46532,43466,46397,3,83.23,278.74,-560.92,482.51
46532,43466,46397,3,82.99,278.90,-560.93,482.54
46122,43466,46397,3,83.15,278.87,-560.96,482.66
46122,42862,46397,3,83.09,278.79,-560.76,482.77
46122,42862,46138,3,82.78,278.99,-560.86,482.90
46122,42862,46138,3,82.90,278.74,-560.85,482.92
46431,42862,46138,3,82.96,278.52,-560.95,483.05
46431,43431,46138,3,82.72,278.70,-561.03,483.17
46431,43431,46353,3,82.96,278.60,-561.13,483.29
46431,43431,46353,3,82.86,278.63,-561.11,483.32
46198,43431,46353,3,82.39,278.99,-561.00,483.44
46198,42872,46353,3,82.31,279.42,-560.76,483.55
46198,42872,45859,3,82.19,279.55,-560.85,483.68
46198,42872,45859,3,82.29,279.51,-560.87,483.70
46677,42872,45859,3,82.16,279.52,-560.96,483.83
46677,43217,45859,3,82.10,279.58,-560.94,483.94
46677,43217,46299,3,82.05,279.42,-561.08,484.07
46677,43217,46299,3,82.18,279.36,-561.08,484.09
46283,43217,46299,3,82.26,279.67,-561.06,484.22
46283,43015,46299,3,82.33,279.92,-561.13,484.33
46283,43015,46100,3,82.24,279.80,-561.06,484.46
46283,43015,46100,3,82.22,279.78,-561.07,484.48
46468,43015,46100,3,82.15,279.80,-560.92,484.61
46468,43310,46100,3,82.35,279.48,-560.93,484.72
46468,43310,46269,3,82.55,279.65,-561.15,484.85
46468,43310,46269,3,82.55,279.43,-561.16,484.87
46527,43310,46269,3,82.67,279.11,-561.39,485.00
46527,42907,46269,3,82.75,279.12,-561.53,485.11
46527,42907,45953,3,83.68,279.16,-562.21,485.24
46527,42907,45953,3,84.01,279.19,-562.63,485.26
46808,42907,45953,3,84.69,281.62,-565.00,485.39
46808,43121,45953,3,82.57,281.79,-565.57,485.51
46808,43121,46682,3,81.17,281.07,-564.83,485.63
46808,43121,46682,3,80.85,281.03,-564.83,485.66
47286,43121,46682,3,79.82,280.48,-564.66,485.78
47286,43378,46682,3,79.00,280.43,-564.06,485.90
47286,43378,47029,3,79.25,280.02,-564.11,486.02
47286,43378,47029,3,79.53,280.05,-564.11,486.05
47550,43378,47029,3,79.22,279.85,-564.06,486.18
47550,42988,47029,3,78.59,279.59,-563.06,486.29
47550,42988,46298,3,78.10,280.13,-561.98,486.42
47550,42988,46298,3,78.48,280.65,-561.99,486.44
47891,42988,46298,3,78.77,281.28,-562.04,486.57
47891,43039,46298,3,81.58,281.65,-563.87,486.69
47891,43039,46985,3,84.80,281.70,-568.54,486.81
47891,43039,46985,3,84.53,280.78,-569.14,486.84
46454,43039,46985,3,83.73,281.75,-572.81,486.96
46454,43516,46985,3,74.76,281.01,-571.85,487.08
46454,43516,47595,3,77.80,269.26,-571.01,487.20
46454,43516,47595,3,81.37,268.47,-571.19,487.23
46124,43516,47595,3,82.66,271.40,-572.20,487.35
46124,42786,47595,3,87.76,272.19,-576.10,487.47
46124,42786,47280,3,90.48,274.96,-579.20,487.59
46124,42786,47280,3,88.58,275.13,-579.28,487.62
45370,42786,47280,3,88.74,276.42,-579.30,487.74
45370,43481,47280,3,87.01,278.70,-581.74,487.86
45370,43481,47526,3,82.60,277.64,-584.05,487.99
45370,43481,47526,3,81.77,276.95,-584.75,488.01
44232,43481,47526,3,81.09,277.52,-586.17,488.13
44232,43774,47526,3,79.75,277.43,-586.96,488.25
44232,43774,47791,3,85.23,274.83,-588.88,488.38
44232,43774,47791,3,87.08,273.40,-589.01,488.40
44831,43774,47791,3,85.77,274.30,-589.41,488.52
44831,44011,47791,3,82.29,275.39,-589.95,488.64
44831,44011,48111,3,82.29,276.36,-590.71,488.77
44831,44011,48111,3,81.51,276.48,-591.02,488.80
44620,44011,48111,3,80.85,277.61,-592.06,488.91
44620,43731,48111,3,83.03,275.06,-591.59,489.03
44620,43731,48909,3,82.97,278.33,-594.76,489.16
44620,43731,48909,3,77.00,280.35,-595.19,489.19
44467,43731,48909,3,78.12,275.31,-598.28,489.31
44467,44614,48909,3,82.23,274.53,-596.98,489.43
44467,44614,50575,3,80.54,274.45,-597.91,489.56
44467,44614,50575,3,79.60,274.82,-598.27,489.59
44510,44614,50575,3,79.94,270.09,-598.52,489.71
44510,44559,50575,3,91.04,260.13,-601.89,489.83
44510,44559,51931,3,90.51,256.03,-599.70,489.96
44510,44559,51931,3,93.60,256.87,-599.53,489.99
44624,44559,51931,3,99.53,255.13,-602.21,490.11
44624,44810,51931,3,109.89,255.01,-603.24,490.23
44624,44810,51570,3,112.46,257.60,-602.11,490.36
44624,44810,51570,3,111.69,259.40,-601.55,490.39
44736,44810,51570,3,113.90,260.70,-599.68,490.51
44736,44645,51570,3,114.77,260.24,-601.09,490.63
44736,44645,47500,3,113.74,258.89,-601.96,490.75
44736,44645,47500,3,112.19,258.58,-602.07,490.78
44318,44645,47500,3,109.54,262.78,-605.00,490.90
44318,47871,47500,3,108.57,268.05,-609.85,491.03
44318,47871,47284,3,96.85,272.69,-610.71,491.15
44318,47871,47284,3,90.30,273.99,-610.89,491.18
44716,47871,47284,3,78.70,273.18,-606.97,491.30
44716,47481,47284,3,73.61,263.39,-599.85,491.42
44716,47481,47542,3,65.90,262.55,-591.16,491.55
44716,47481,47542,3,69.22,264.04,-589.45,491.58
44883,47481,47542,3,63.74,259.00,-580.37,491.70
44883,48266,47542,3,54.93,263.72,-570.58,491.82
44883,48266,45837,3,43.96,276.71,-562.13,491.95
44883,48266,45837,3,47.51,285.83,-560.64,491.97
46358,48266,45837,3,36.48,296.77,-553.40,492.10
46358,47425,45837,3,25.47,318.01,-548.01,492.22
46358,47425,45147,3,25.00,334.27,-542.84,492.34
46358,47425,45147,3,29.03,337.74,-541.80,492.37
47689,47425,45147,3,-9.83,359.41,-527.65,492.50
47689,47659,45147,3,64.55,285.39,-517.35,492.62
47689,47659,46626,3,161.10,207.89,-514.10,492.75
47689,47659,46626,3,210.26,158.60,-513.60,492.77
48075,47659,46626,3,289.90,120.55,-512.54,492.90
48075,48008,46626,3,354.70,89.75,-512.98,493.03
48075,48008,47661,3,354.70,89.75,-519.11,493.15
48075,48008,47661,3,354.70,89.75,-520.78,493.18
48494,48008,47661,3,354.70,89.75,-524.19,493.30
48494,48289,47661,3,303.72,42.67,-528.82,493.43
48494,48289,48082,3,250.64,34.01,-530.72,493.56
48494,48289,48082,3,199.56,40.90,-530.92,493.58
49080,48289,48082,3,156.73,20.26,-533.15,493.71
49080,48052,48082,3,113.40,12.24,-535.34,493.84
49080,48052,47997,3,78.35,3.19,-531.62,493.97
49080,48052,47997,3,66.04,15.07,-531.00,493.99
47789,48052,47997,3,43.54,7.10,-530.28,494.12
47789,48212,47997,3,24.35,-7.98,-533.26,494.25
47789,48212,45447,3,7.02,-2.35,-535.42,494.37
47789,48212,45447,3,4.08,5.98,-535.76,494.39
45752,48212,45447,3,-18.98,1.24,-532.16,494.52
45752,46767,45447,3,-29.03,1.31,-530.11,494.64
45752,46767,45514,3,-34.64,1.55,-527.40,494.76
45752,46767,45514,3,-25.60,8.75,-527.00,494.79
46286,46767,45514,3,-25.58,13.21,-525.67,494.91
46286,46840,45514,3,72.63,18.05,-525.03,495.04
46286,46840,44288,3,160.08,21.65,-524.51,495.16
46286,46840,44288,3,124.65,24.16,-524.23,495.18
47482,46840,44288,3,100.45,24.99,-523.12,495.31
47482,45291,44288,3,75.60,22.67,-523.62,495.43
47482,45291,44549,3,158.21,18.63,-523.30,495.55
47482,45291,44549,3,209.49,19.12,-523.31,495.58
47953,45291,44549,3,261.47,14.58,-523.24,495.70
47953,44916,44549,3,307.15,11.94,-523.63,495.82
47953,44916,44321,3,343.68,9.37,-523.94,495.94
47953,44916,44321,3,351.48,9.18,-524.06,495.97
47882,44916,44321,3,351.48,9.18,-523.96,496.09
47882,45914,44321,3,351.48,9.18,-524.75,496.22
47882,45914,44703,3,351.48,9.18,-524.91,496.33
47882,45914,44703,3,351.48,9.18,-524.91,496.36
47516,45914,44703,3,351.48,9.18,-524.30,496.49
47516,45724,44703,3,351.48,9.18,-524.81,496.61
47516,45724,44114,3,351.48,9.18,-524.99,496.73
47516,45724,44114,3,351.48,9.18,-524.99,496.75
46742,45724,44114,3,351.48,9.18,-524.59,496.87
46742,46038,44114,3,351.48,9.18,-524.88,497.00
46742,46038,44468,3,351.48,9.18,-525.29,497.12
46742,46038,44468,3,351.48,9.18,-525.29,497.14
47809,46038,44468,3,351.48,9.18,-526.28,497.27
47809,46027,44468,3,351.48,9.18,-526.43,497.39
47809,46027,44521,3,351.48,9.18,-526.18,497.51
47809,46027,44521,3,351.48,9.18,-526.15,497.53
46021,46027,44521,3,351.48,9.18,-526.27,497.66
46021,45395,44521,3,351.48,9.18,-526.42,497.78
46021,45395,44239,3,351.48,9.18,-526.38,497.89
46021,45395,44239,3,351.48,9.18,-526.36,497.92
45824,45395,44239,3,351.48,9.18,-527.05,498.04
45824,45325,44239,3,351.48,9.18,-527.53,498.16
45824,45325,44437,3,351.48,9.18,-527.27,498.28
45824,45325,44437,3,351.48,9.18,-527.23,498.31
45687,45325,44437,3,351.48,9.18,-527.34,498.43
45687,45956,44437,3,351.48,9.18,-526.96,498.55
45687,45956,44625,3,351.48,9.18,-526.26,498.67
45687,45956,44625,3,351.48,9.18,-525.99,498.70
44336,45956,44625,3,351.48,9.18,-526.00,498.81
44336,44306,44625,3,351.48,9.18,-525.86,498.93
44336,44306,44572,3,351.48,9.18,-525.88,499.05
44336,44306,44572,3,351.48,9.18,-525.87,499.08
44675,44306,44572,3,351.48,9.18,-525.88,499.20
72224,40304,51609,4,361.00,20.99,-8.94,9.96
72224,40304,51609,4,358.63,21.02,-8.91,9.98
74672,40304,51609,4,358.63,21.02,-9.25,10.16
74672,39704,51609,4,358.63,21.02,-9.24,10.27
74672,39704,51262,4,358.93,21.54,-8.85,10.41
74672,39704,51262,4,356.60,21.78,-8.80,10.43
70446,39704,51262,4,357.66,23.36,-9.74,10.60
70446,39081,51262,4,355.33,23.07,-10.16,10.71
70446,39081,51922,4,353.51,22.19,-10.55,10.85
70446,39081,51922,4,351.82,22.29,-10.61,10.87
73369,39081,51922,4,353.38,22.83,-10.93,11.05
73369,39549,51922,4,352.69,23.95,-11.54,11.16
73369,39549,53452,4,352.71,25.92,-11.24,11.30
73369,39549,53452,4,351.68,26.13,-11.16,11.33
74822,39549,53452,4,353.02,27.69,-10.96,11.51
74822,39858,53452,4,352.81,27.43,-10.88,11.62
74822,39858,52817,4,352.57,27.00,-10.57,11.75
74822,39858,52817,4,352.39,26.92,-10.54,11.78
75069,39858,52817,4,351.47,28.31,-10.35,11.96
75069,39678,52817,4,351.12,29.28,-10.23,12.07
75069,39678,52477,4,350.68,29.05,-10.18,12.21
75069,39678,52477,4,350.53,29.05,-10.17,12.23
75380,39678,52477,4,351.37,29.04,-10.36,12.42
75380,39812,52477,4,351.42,29.09,-10.35,12.53
75380,39812,53376,4,350.88,28.46,-10.19,12.66
75380,39812,53376,4,350.94,28.69,-10.17,12.69
73468,39812,53376,4,351.44,29.93,-9.92,12.87
73468,39592,53376,4,352.41,29.33,-10.08,12.98
73468,39592,53367,4,354.96,29.40,-10.09,13.12
73468,39592,53367,4,355.20,29.61,-10.14,13.14
75103,39592,53367,4,359.11,30.87,-10.29,13.33
75103,40233,53367,4,359.11,30.87,-10.61,13.44
75103,40233,54168,4,359.11,30.87,-10.73,13.57
75103,40233,54168,4,359.11,30.87,-10.78,13.60
74090,40233,54168,4,250.38,37.11,-11.26,13.78
74090,39667,54168,4,164.24,36.70,-12.88,13.89
74090,39667,52045,4,94.47,36.70,-13.76,14.02
74090,39667,52045,4,67.04,36.73,-13.95,14.05
73492,39667,52045,4,11.56,37.05,-14.98,14.23
73492,39502,52045,4,-12.40,37.05,-15.53,14.34
73492,39502,52638,4,-34.17,35.67,-16.45,14.48
73492,39502,52638,4,-26.70,35.67,-16.52,14.50
75145,39502,52638,4,-68.00,29.21,-11.04,14.68
75145,39611,52638,4,-83.49,25.93,-5.92,14.79
75145,39611,52852,4,23.89,21.02,-3.13,14.93
75145,39611,52852,4,106.01,21.93,-2.55,14.96
72749,39611,52852,4,183.67,12.47,1.66,15.13
72749,39891,52852,4,242.68,9.63,2.47,15.24
72749,39891,52357,4,294.85,10.17,2.56,15.38
72749,39891,52357,4,310.81,11.20,2.50,15.41
73896,39891,52357,4,353.59,11.31,1.99,15.58
73896,39791,52357,4,353.59,11.31,2.17,15.69
73896,39791,53186,4,353.59,11.31,2.83,15.83
73896,39791,53186,4,353.59,11.31,2.96,15.86
67424,39791,53186,4,353.59,11.31,2.06,16.02
67424,39880,53186,4,353.59,11.31,1.63,16.13
67424,39880,52775,4,353.59,11.31,1.02,16.27
67424,39880,52775,4,353.59,11.31,0.87,16.29
74907,39880,52775,4,353.59,11.31,-0.43,16.47
74907,39788,52775,4,353.59,11.31,0.01,16.58
74907,39788,52580,4,353.59,11.31,0.37,16.72
74907,39788,52580,4,353.59,11.31,0.27,16.74
73768,39788,52580,4,353.59,11.31,1.15,16.92
73768,40193,52580,4,353.59,11.31,3.50,17.03
73768,40193,54740,4,353.59,11.31,3.93,17.17
73768,40193,54740,4,353.59,11.31,4.06,17.20
75419,40193,54740,4,353.59,11.31,4.64,17.38
75419,40601,54740,4,353.59,11.31,4.43,17.49
75419,40601,54727,4,353.59,11.31,4.18,17.63
75419,40601,54727,4,353.59,11.31,4.14,17.66
74214,40601,54727,4,353.59,11.31,4.04,17.84
74214,39679,54727,4,353.59,11.31,4.07,17.94
74214,39679,52923,4,353.59,11.31,4.07,18.08
74214,39679,52923,4,353.59,11.31,4.09,18.11
76130,39679,52923,4,353.59,11.31,4.11,18.29
76130,39803,52923,4,353.59,11.31,3.95,18.40
76130,39803,53189,4,357.41,14.87,4.39,18.54
76130,39803,53189,4,353.65,14.52,4.46,18.56
73814,39803,53189,4,350.07,6.54,5.75,18.74
73814,39238,53189,4,347.01,3.06,6.53,18.85
73814,39238,52795,4,344.25,-4.97,7.05,18.99
73814,39238,52795,4,342.33,-4.60,7.16,19.01
74613,39238,52795,4,337.99,88.82,9.62,19.19
74613,38966,52795,4,337.28,169.57,11.40,19.30
74613,38966,51352,4,335.29,235.62,14.62,19.44
74613,38966,51352,4,334.41,265.58,15.30,19.46
73180,38966,51352,4,333.00,316.56,19.15,19.64
73180,38682,51352,4,335.85,336.43,19.61,19.75
73180,38682,51912,4,331.02,355.25,21.04,19.88
73180,38682,51912,4,330.80,348.39,21.26,19.91
