"A","B","C","G","","","","","",""
"33370","42574","27466","3","353.70","12.36","-95.73","124.82","",""
"33381","42574","27466","3","355.88","9.90","-90.95","124.92","",""
"33381","44214","27466","3","356.33","9.90","-87.00","125.03","",""
"33381","44214","27706","3","352.53","10.99","-85.36","125.12","",""
"33381","44214","27706","3","352.27","10.99","-84.76","125.15","",""
"33032","44214","27706","3","350.06","10.67","-82.22","125.24","",""
"33032","44132","27706","3","348.23","11.48","-79.34","125.36","",""
"33032","44132","27673","3","347.62","12.08","-78.09","125.44","",""
"33032","44132","27673","3","348.25","11.41","-77.69","125.47","",""
"33638","44132","27673","3","349.68","10.45","-76.39","125.57","",""
"33638","44475","27673","3","352.21","11.38","-76.29","125.69","",""
"33638","44475","27554","3","354.72","9.96","-76.15","125.77","",""
"33638","44475","27554","3","356.14","9.33","-76.05","125.80","",""
"33751","44475","27554","3","355.07","7.63","-76.23","125.89","",""
"33751","44964","27554","3","352.88","7.66","-76.29","126.01","",""
"33751","44964","27063","3","352.19","7.72","-76.11","126.10","",""
"33751","44964","27063","3","352.15","7.62","-76.05","126.12","",""
"33257","44964","27063","3","351.91","8.15","-75.83","126.22","",""
"33257","46653","27063","3","351.59","8.38","-75.57","126.34","",""
"33257","46653","26978","3","350.12","8.51","-75.05","126.43","",""
"33257","46653","26978","3","350.25","8.74","-74.78","126.45","",""
"34031","46653","26978","3","350.19","7.04","-72.39","126.55","",""
"34031","48162","26978","3","351.20","7.17","-70.26","126.68","",""
"34031","48162","27008","3","347.30","8.37","-69.38","126.76","",""
"34031","48162","27008","3","345.01","8.60","-69.05","126.79","",""
"33793","48162","27008","3","345.83","8.99","-67.81","126.88","",""
"33793","46406","27008","3","346.73","10.24","-66.36","127.01","",""
"33793","46406","27223","3","348.39","10.92","-65.44","127.09","",""
"33793","46406","27223","3","349.04","10.90","-65.15","127.12","",""
"33750","46406","27223","3","338.52","11.29","-63.37","127.21","",""
"33750","47908","27223","3","340.20","12.80","-61.58","127.34","",""
"33750","47908","27593","3","342.52","14.21","-59.44","127.42","",""
"33750","47908","27593","3","343.61","14.22","-58.77","127.45","",""
"34660","47908","27593","3","346.44","16.79","-56.72","127.55","",""
"34660","48118","27593","3","345.72","17.55","-58.03","127.68","",""
"34660","48118","27537","3","347.41","17.10","-57.26","127.76","",""
"34660","48118","27537","3","347.90","16.74","-57.04","127.79","",""
"33892","48118","27537","3","350.54","19.55","-56.83","127.88","",""
"33892","48342","27537","3","348.54","25.64","-58.50","128.01","",""
"33892","48342","27248","3","349.17","27.82","-59.28","128.09","",""
"33892","48342","27248","3","348.13","28.38","-59.46","128.12","",""
"33912","48342","27248","3","345.86","33.10","-60.08","128.22","",""
"33912","48200","27248","3","347.85","36.51","-60.88","128.34","",""
"33912","48200","26987","3","347.00","37.89","-61.55","128.43","",""
"33912","48200","26987","3","346.13","37.65","-61.81","128.45","",""
"34078","48200","26987","3","346.35","38.37","-62.09","128.55","",""
"34078","47737","26987","3","346.01","37.20","-62.50","128.68","",""
"34078","47737","27022","3","346.38","38.24","-63.13","128.76","",""
"34078","47737","27022","3","346.53","39.02","-63.40","128.79","",""
"34548","47737","27022","3","345.28","39.92","-64.49","128.89","",""
"34548","47669","27022","3","343.03","39.46","-65.26","129.01","",""
"34548","47669","26965","3","343.09","39.59","-65.56","129.09","",""
"34548","47669","26965","3","343.55","40.43","-65.69","129.12","",""
"33888","47669","26965","3","344.42","40.63","-65.96","129.22","",""
"33888","43366","26965","3","344.31","40.27","-66.03","129.34","",""
"33888","43366","27069","3","343.80","41.47","-66.06","129.42","",""
"33888","43366","27069","3","343.68","42.26","-66.06","129.44","",""
"34405","43366","27069","3","344.68","42.54","-65.96","129.54","",""
"34405","43539","27069","3","344.66","42.22","-65.97","129.66","",""
"34405","43539","26810","3","345.09","42.96","-65.95","129.74","",""
"34405","43539","26810","3","344.81","43.51","-65.93","129.77","",""
"34560","43539","26810","3","342.83","43.28","-65.68","129.87","",""
"34560","45323","26810","3","341.34","43.56","-65.40","129.99","",""
"34560","45323","26969","3","342.82","43.87","-65.25","130.07","",""
"34560","45323","26969","3","343.17","44.34","-65.22","130.10","",""
"34511","45323","26969","3","344.59","44.70","-65.13","130.20","",""
"34511","43370","26969","3","344.55","44.96","-65.49","130.31","",""
"34511","43370","27122","3","345.12","44.27","-65.33","130.40","",""
"34511","43370","27122","3","345.40","44.54","-65.30","130.42","",""
"34404","43370","27122","3","344.40","45.12","-65.46","130.52","",""
"34404","43513","27122","3","344.28","45.91","-65.58","130.64","",""
"34404","43513","26860","3","343.98","46.09","-65.68","130.72","",""
"34404","43513","26860","3","343.90","46.21","-65.67","130.75","",""
"34575","43513","26860","3","343.66","46.61","-65.71","130.85","",""
"34575","45304","26860","3","343.74","46.94","-65.96","130.97","",""
"34575","45304","27049","3","343.24","47.09","-66.12","131.05","",""
"34575","45304","27049","3","342.95","47.02","-66.16","131.08","",""
"34504","45304","27049","3","343.11","47.48","-66.15","131.18","",""
"34504","44461","27049","3","342.50","47.58","-66.19","131.29","",""
"34504","44461","27033","3","342.58","48.03","-66.21","131.38","",""
"34504","44461","27033","3","342.74","48.02","-66.22","131.40","",""
"35185","44461","27033","3","343.11","48.56","-66.22","131.50","",""
"35185","45229","27033","3","347.63","48.29","-66.13","131.62","",""
"35185","45229","27197","3","348.72","49.36","-66.28","131.71","",""
"35185","45229","27197","3","349.26","49.52","-66.39","131.74","",""
"34428","45229","27197","3","348.25","50.94","-66.78","131.83","",""
"34428","44028","27197","3","348.39","50.33","-66.76","131.95","",""
"34428","44028","27149","3","348.15","49.85","-66.77","132.03","",""
"34428","44028","27149","3","347.90","49.78","-66.80","132.06","",""
"34356","44028","27149","3","347.75","48.99","-66.78","132.16","",""
"34356","43510","27149","3","348.16","47.88","-66.68","132.28","",""
"34356","43510","26950","3","348.53","47.72","-66.53","132.36","",""
"34356","43510","26950","3","348.60","48.02","-66.46","132.39","",""
"35027","43510","26950","3","349.09","48.48","-66.43","132.49","",""
"35027","44775","26950","3","351.12","47.69","-66.63","132.61","",""
"35027","44775","27125","3","352.00","49.08","-67.31","132.69","",""
"35027","44775","27125","3","353.12","49.59","-67.66","132.72","",""
"34493","44775","27125","3","353.70","55.60","-70.02","132.81","",""
"34493","42472","27125","3","355.74","62.85","-71.34","132.93","",""
"34493","42472","27426","3","267.29","64.92","-72.17","133.01","",""
"34493","42472","27426","3","207.61","65.23","-72.42","133.04","",""
"34743","42472","27426","3","146.50","69.67","-74.36","133.14","",""
"34743","42936","27426","3","89.84","72.58","-76.70","133.25","",""
"34743","42936","27709","3","50.04","72.30","-77.17","133.34","",""
"34743","42936","27709","3","35.47","72.09","-77.12","133.36","",""
"35855","42936","27709","3","5.61","74.52","-77.26","133.47","",""
"35855","44404","27709","3","-19.69","75.09","-77.98","133.58","",""
"35855","44404","27815","3","-28.44","78.18","-78.40","133.67","",""
"35855","44404","27815","3","-23.66","77.55","-78.47","133.70","",""
"35250","44404","27815","3","-33.09","77.09","-78.47","133.80","",""
"35250","44172","27815","3","-39.39","76.72","-77.53","133.91","",""
"35250","44172","27945","3","-38.17","78.30","-75.04","134.00","",""
"35250","44172","27945","3","-28.55","78.38","-74.35","134.03","",""
"35722","44172","27945","3","-29.58","78.92","-73.91","134.13","",""
"35722","48407","27945","3","-29.77","79.76","-74.00","134.25","",""
"35722","48407","27945","3","-25.04","80.74","-74.15","134.34","",""
"35722","48407","27945","3","-17.55","80.99","-74.21","134.37","",""
"35799","48407","27945","3","-13.26","81.20","-73.62","134.47","",""
"35799","48904","27945","3","-9.75","79.47","-73.59","134.59","",""
"35799","48904","28052","3","-6.50","80.02","-73.56","134.68","",""
"35799","48904","28052","3","-1.45","80.81","-73.54","134.71","",""
"35854","48904","28052","3","2.93","80.88","-73.39","134.81","",""
"35854","53375","28052","3","5.29","81.74","-73.36","134.94","",""
"35854","53375","28112","3","8.84","81.87","-73.48","135.03","",""
"35854","53375","28112","3","10.18","82.10","-73.52","135.06","",""
"36158","53375","28112","3","13.49","81.96","-73.39","135.16","",""
"36158","51493","28112","3","15.88","81.87","-73.27","135.29","",""
"36158","51493","28000","3","16.28","82.01","-73.10","135.38","",""
"36158","51493","28000","3","17.57","82.26","-73.03","135.40","",""
"35684","51493","28000","3","18.83","82.09","-73.02","135.50","",""
"35684","53698","28000","3","19.07","81.97","-73.11","135.64","",""
"35684","53698","28185","3","19.69","82.49","-73.03","135.73","",""
"35684","53698","28185","3","20.12","83.00","-73.00","135.75","",""
"35324","53698","28185","3","22.80","83.43","-72.96","135.85","",""
"35324","50350","28185","3","23.23","84.01","-73.07","135.98","",""
"35324","50350","28661","3","21.28","83.80","-73.07","136.07","",""
"35324","50350","28661","3","21.50","83.84","-73.09","136.10","",""
"37537","50350","28661","3","20.95","84.24","-73.02","136.20","",""
"37537","53944","28661","3","21.51","84.21","-73.10","136.34","",""
"37537","53944","28622","3","22.42","84.12","-73.16","136.43","",""
"37537","53944","28622","3","23.72","84.29","-73.18","136.45","",""
"37587","53944","28622","3","23.54","84.56","-73.18","136.56","",""
"37587","55043","28622","3","21.96","84.85","-73.17","136.70","",""
"37587","55043","28592","3","23.27","84.02","-73.16","136.79","",""
"37587","55043","28592","3","27.00","84.27","-73.17","136.81","",""
"37345","55043","28592","3","27.53","84.09","-73.20","136.92","",""
"37345","56024","28592","3","27.58","84.41","-73.19","137.06","",""
"37345","56024","28639","3","26.79","84.46","-73.16","137.14","",""
"37345","56024","28639","3","24.77","84.30","-73.19","137.17","",""
"37291","56024","28639","3","26.12","84.30","-73.19","137.28","",""
"37291","55981","28639","3","27.52","84.07","-73.31","137.42","",""
"37291","55981","28640","3","25.60","83.82","-73.47","137.50","",""
"37291","55981","28640","3","25.10","84.03","-73.50","137.53","",""
"37288","55981","28640","3","23.22","84.34","-73.45","137.64","",""
"37288","56002","28640","3","25.22","84.08","-73.45","137.78","",""
"37288","56002","28593","3","26.34","84.78","-73.74","137.86","",""
"37288","56002","28593","3","27.43","84.96","-73.78","137.89","",""
"37343","56002","28593","3","26.36","85.45","-73.74","137.99","",""
"37343","56016","28593","3","26.15","86.49","-73.73","138.14","",""
"37343","56016","28537","3","25.44","86.15","-73.78","138.22","",""
"37343","56016","28537","3","25.28","85.88","-73.79","138.25","",""
"36112","56016","28537","3","26.06","86.61","-73.43","138.35","",""
"36112","52761","28537","3","27.63","86.15","-73.42","138.49","",""
"36112","52761","28621","3","26.19","85.65","-73.45","138.57","",""
"36112","52761","28621","3","25.58","85.50","-73.44","138.60","",""
"37148","52761","28621","3","19.88","86.47","-73.07","138.70","",""
"37148","53248","28621","3","26.12","85.95","-73.20","138.84","",""
"37148","53248","28585","3","26.88","86.08","-73.23","138.93","",""
"37148","53248","28585","3","25.71","85.94","-73.24","138.95","",""
"37725","53248","28585","3","25.75","85.98","-73.18","139.06","",""
"37725","53876","28585","3","25.40","85.86","-73.21","139.20","",""
"37725","53876","28616","3","23.89","86.12","-73.09","139.28","",""
"37725","53876","28616","3","23.25","85.88","-73.05","139.31","",""
"38233","53876","28616","3","22.89","86.18","-72.72","139.42","",""
"38233","54409","28616","3","21.87","86.90","-72.62","139.56","",""
"38233","54409","28756","3","24.15","85.85","-72.82","139.64","",""
"38233","54409","28756","3","25.10","85.87","-72.88","139.67","",""
"37171","54409","28756","3","25.59","86.19","-72.87","139.77","",""
"37171","55995","28756","3","24.50","79.86","-71.81","139.91","",""
"37171","55995","28686","3","25.60","80.49","-71.95","140.00","",""
"37171","55995","28686","3","23.90","81.92","-71.99","140.03","",""
"37230","55995","28686","3","23.43","83.71","-72.24","140.13","",""
"37230","56017","28686","3","22.70","84.62","-72.58","140.27","",""
"37230","56017","28662","3","22.77","85.22","-72.75","140.36","",""
"37230","56017","28662","3","20.39","85.56","-72.76","140.39","",""
"37229","56017","28662","3","17.56","85.90","-72.30","140.49","",""
"37229","56006","28662","3","19.37","86.95","-71.47","140.63","",""
"37229","56006","28946","3","17.11","86.61","-71.60","140.72","",""
"37229","56006","28946","3","16.16","86.33","-71.60","140.75","",""
"36965","56006","28946","3","15.98","87.27","-71.86","140.85","",""
"36965","52545","28946","3","20.76","87.65","-71.86","140.99","",""
"36965","52545","28791","3","103.97","88.59","-71.25","141.07","",""
"36965","52545","28791","3","83.81","88.63","-70.75","141.10","",""
"37067","52545","28791","3","75.55","88.00","-70.93","141.20","",""
"37067","52001","28791","3","62.48","87.88","-71.13","141.34","",""
"37067","52001","28801","3","54.51","86.44","-71.46","141.42","",""
"37067","52001","28801","3","49.13","86.17","-71.59","141.45","",""
"37427","52001","28801","3","42.08","85.96","-72.10","141.56","",""
"37427","53326","28801","3","33.99","86.16","-71.91","141.69","",""
"37427","53326","28901","3","30.92","86.02","-71.90","141.78","",""
"37427","53326","28901","3","30.79","85.90","-71.93","141.81","",""
"37033","53326","28901","3","29.75","86.30","-71.99","141.91","",""
"37033","51428","28901","3","25.94","85.73","-71.83","142.04","",""
"37033","51428","28809","3","25.52","85.74","-72.05","142.13","",""
"37033","51428","28809","3","23.89","85.62","-72.09","142.16","",""
"36682","51428","28809","3","23.24","85.74","-72.10","142.26","",""
"36682","53505","28809","3","21.95","86.20","-71.81","142.40","",""
"36682","53505","28806","3","26.53","86.66","-71.60","142.48","",""
"36682","53505","28806","3","24.20","86.90","-71.55","142.51","",""
"37479","53505","28806","3","22.78","86.64","-71.35","142.61","",""
"37479","53905","28806","3","23.64","87.27","-70.97","142.75","",""
"37479","53905","28882","3","21.26","86.37","-71.08","142.84","",""
"37479","53905","28882","3","19.46","85.89","-71.10","142.87","",""
"37349","53905","28882","3","18.26","85.35","-71.07","142.97","",""
"37349","55058","28882","3","16.69","85.01","-71.21","143.11","",""
"37349","55058","28950","3","18.34","85.63","-71.04","143.20","",""
"37349","55058","28950","3","15.87","85.82","-71.01","143.22","",""
"36996","55058","28950","3","15.99","86.06","-71.06","143.33","",""
"36996","52550","28950","3","14.98","85.93","-71.30","143.46","",""
"36996","52550","28831","3","13.24","85.71","-71.29","143.55","",""
"36996","52550","28831","3","12.54","85.72","-71.31","143.58","",""
"37101","52550","28831","3","12.82","86.32","-71.32","143.68","",""
"37101","47117","28831","3","15.78","86.20","-71.29","143.80","",""
"37101","47117","28681","3","15.35","85.99","-71.28","143.89","",""
"37101","47117","28681","3","15.96","86.07","-71.27","143.92","",""
"37010","47117","28681","3","14.55","86.34","-71.28","144.02","",""
"37010","48981","28681","3","16.56","86.42","-71.44","144.15","",""
"37010","48981","28876","3","14.19","86.19","-71.45","144.24","",""
"37010","48981","28876","3","13.64","86.00","-71.48","144.26","",""
"37100","48981","28876","3","15.38","86.24","-71.48","144.37","",""
"37100","51424","28876","3","17.33","85.70","-71.46","144.50","",""
"37100","51424","28841","3","13.55","85.82","-71.60","144.59","",""
"37100","51424","28841","3","91.56","86.13","-71.58","144.61","",""
"36915","51424","28841","3","78.56","87.18","-71.30","144.72","",""
"36915","53220","28841","3","71.59","86.88","-71.37","144.85","",""
"36915","53220","28803","3","58.90","87.04","-71.39","144.94","",""
"36915","53220","28803","3","48.66","86.75","-71.39","144.97","",""
"37524","53220","28803","3","39.67","86.64","-71.33","145.07","",""
"37524","53862","28803","3","123.59","86.73","-70.65","145.21","",""
"37524","53862","28982","3","98.65","86.61","-70.31","145.30","",""
"37524","53862","28982","3","77.53","86.53","-70.23","145.32","",""
"37973","53862","28982","3","146.36","86.55","-70.08","145.43","",""
"37973","54259","28982","3","211.58","86.71","-68.60","145.57","",""
"37973","54259","29117","3","250.50","87.06","-67.02","145.66","",""
"37973","54259","29117","3","269.07","87.08","-66.57","145.68","",""
"36779","54259","29117","3","299.65","87.52","-66.71","145.78","",""
"36779","55943","29117","3","319.25","89.61","-62.58","145.93","",""
"36779","55943","29557","3","321.99","90.15","-61.49","146.02","",""
"36779","55943","29557","3","316.35","89.97","-60.91","146.04","",""
"37500","55943","29557","3","322.67","90.05","-59.04","146.15","",""
"37500","54703","29557","3","328.74","91.14","-55.77","146.29","",""
"37500","54703","29917","3","322.69","91.14","-52.89","146.38","",""
"37500","54703","29917","3","311.13","91.51","-51.92","146.40","",""
"37516","54703","29917","3","308.78","92.31","-50.61","146.51","",""
"37516","54985","29917","3","308.37","93.85","-48.50","146.65","",""
"37516","54985","30118","3","301.88","94.18","-47.38","146.74","",""
"37516","54985","30118","3","294.17","94.30","-47.04","146.76","",""
"37335","54985","30118","3","290.49","93.54","-45.64","146.87","",""
"37335","55308","30118","3","288.07","93.37","-44.25","147.01","",""
"37335","55308","29779","3","284.08","93.32","-43.69","147.10","",""
"37335","55308","29779","3","280.14","93.10","-43.63","147.12","",""
"37035","55308","29779","3","278.59","92.94","-43.68","147.23","",""
"37035","54495","29779","3","275.74","94.37","-43.96","147.37","",""
"37035","54495","30299","3","273.57","92.77","-43.89","147.46","",""
"37035","54495","30299","3","272.07","91.86","-43.90","147.48","",""
"36716","54495","30299","3","269.59","88.19","-43.76","147.59","",""
"36716","55998","30299","3","269.38","87.04","-44.26","147.73","",""
"36716","55998","29999","3","268.09","87.42","-44.57","147.82","",""
"36716","55998","29999","3","268.16","87.88","-44.63","147.85","",""
"35967","55998","29999","3","266.82","86.44","-45.10","147.95","",""
"35967","59098","29999","3","267.82","85.37","-45.88","148.10","",""
"35967","59098","30028","3","269.42","86.57","-46.22","148.19","",""
"35967","59098","30028","3","270.40","87.02","-46.32","148.21","",""
"36113","59098","30028","3","271.34","86.16","-46.43","148.31","",""
"36113","60352","30028","3","271.52","86.71","-46.50","148.47","",""
"36113","60352","29964","3","271.84","88.08","-46.59","148.55","",""
"36113","60352","29964","3","272.55","88.17","-46.61","148.58","",""
"36804","60352","29964","3","272.66","89.17","-46.73","148.68","",""
"36804","60067","29964","3","272.35","90.23","-46.50","148.84","",""
"36804","60067","30046","3","272.52","90.15","-46.53","148.92","",""
"36804","60067","30046","3","272.54","89.75","-46.51","148.95","",""
"36158","60067","30046","3","272.97","89.99","-46.50","149.05","",""
"36158","60296","30046","3","273.57","89.08","-46.58","149.20","",""
"36158","60296","30054","3","273.79","88.06","-46.61","149.29","",""
"36158","60296","30054","3","273.49","88.09","-46.62","149.32","",""
"36700","60296","30054","3","273.39","88.70","-46.42","149.42","",""
"36700","59411","30054","3","274.15","88.62","-46.20","149.57","",""
"36700","59411","30269","3","274.94","85.96","-45.75","149.66","",""
"36700","59411","30269","3","274.12","86.17","-45.65","149.69","",""
"35981","59411","30269","3","274.40","86.36","-45.72","149.79","",""
"35981","60958","30269","3","275.18","87.52","-45.81","149.94","",""
"35981","60958","30068","3","274.18","88.22","-45.67","150.03","",""
"35981","60958","30068","3","274.24","88.16","-45.66","150.06","",""
"36598","60958","30068","3","274.52","87.84","-45.67","150.16","",""
"36598","60163","30068","3","273.81","88.28","-45.35","150.31","",""
"36598","60163","30120","3","273.82","88.53","-45.30","150.40","",""
"36598","60163","30120","3","273.85","88.48","-45.34","150.43","",""
"36206","60163","30120","3","274.37","87.47","-45.30","150.53","",""
"36206","60199","30120","3","273.88","88.49","-44.93","150.68","",""
"36206","60199","30216","3","273.77","88.40","-44.88","150.77","",""
"36206","60199","30216","3","273.51","88.48","-44.87","150.80","",""
"36788","60199","30216","3","273.90","88.17","-44.81","150.90","",""
"36788","59814","30216","3","273.20","88.57","-44.75","151.05","",""
"36788","59814","30208","3","272.85","88.64","-44.67","151.14","",""
"36788","59814","30208","3","272.58","88.79","-44.68","151.17","",""
"36133","59814","30208","3","272.89","88.54","-44.75","151.27","",""
"36133","60167","30208","3","273.65","88.41","-44.98","151.42","",""
"36133","60167","30248","3","273.71","87.80","-45.02","151.51","",""
"36133","60167","30248","3","273.57","87.85","-45.07","151.54","",""
"36421","60167","30248","3","274.22","87.36","-45.42","151.64","",""
"36421","60153","30248","3","274.20","86.93","-46.10","151.79","",""
"36421","60153","30122","3","278.37","85.81","-48.65","151.88","",""
"36421","60153","30122","3","278.87","85.64","-49.21","151.91","",""
"36105","60153","30122","3","287.15","82.86","-54.17","152.01","",""
"36105","59694","30122","3","294.47","78.77","-59.67","152.16","",""
"36105","59694","29896","3","294.16","78.13","-60.92","152.25","",""
"36105","59694","29896","3","295.51","78.30","-61.64","152.28","",""
"36359","59694","29896","3","293.32","77.95","-61.50","152.38","",""
"36359","60470","29896","3","295.54","76.29","-62.33","152.53","",""
"36359","60470","29437","3","301.01","76.24","-63.56","152.62","",""
"36359","60470","29437","3","305.26","76.12","-64.03","152.64","",""
"36032","60470","29437","3","310.79","75.81","-65.51","152.75","",""
"36032","56359","29437","3","317.23","73.06","-67.36","152.89","",""
"36032","56359","29190","3","323.58","70.11","-68.51","152.98","",""
"36032","56359","29190","3","326.18","70.00","-68.80","153.00","",""
"36188","56359","29190","3","333.74","67.14","-69.73","153.11","",""
"36188","53829","29190","3","338.50","70.36","-70.28","153.24","",""
"36188","53829","28811","3","343.54","69.68","-71.08","153.33","",""
"36188","53829","28811","3","345.08","68.98","-71.28","153.36","",""
"37159","53829","28811","3","349.34","69.32","-71.93","153.46","",""
"37159","54076","28811","3","354.17","65.82","-73.42","153.60","",""
"37159","54076","28708","3","356.73","64.08","-74.41","153.69","",""
"37159","54076","28708","3","275.66","63.65","-74.83","153.71","",""
"37343","54076","28708","3","286.32","59.03","-76.69","153.82","",""
"37343","55095","28708","3","301.04","57.26","-78.93","153.96","",""
"37343","55095","28478","3","219.05","55.57","-80.00","154.04","",""
"37343","55095","28478","3","166.43","55.29","-80.36","154.07","",""
"35903","55095","28478","3","112.72","51.71","-81.86","154.17","",""
"35903","52876","28478","3","57.65","49.52","-83.65","154.31","",""
"35903","52876","28174","3","27.41","47.77","-84.71","154.39","",""
"35903","52876","28174","3","16.95","47.32","-84.88","154.42","",""
"36244","52876","28174","3","-7.94","44.63","-85.54","154.52","",""
"36244","53414","28174","3","-28.83","41.93","-87.58","154.66","",""
"36244","53414","28008","3","-34.70","43.61","-88.77","154.74","",""
"36244","53414","28008","3","-28.48","43.38","-89.19","154.77","",""
"36766","53414","28008","3","-33.66","43.95","-91.35","154.87","",""
"36766","51390","28008","3","-39.61","43.80","-93.59","155.01","",""
"36766","51390","27217","3","-35.56","42.67","-94.02","155.09","",""
"36766","51390","27217","3","-25.90","42.07","-94.17","155.12","",""
"36653","51390","27217","3","-26.16","41.17","-95.37","155.22","",""
"36653","48269","27217","3","-24.85","40.82","-96.40","155.35","",""
"36653","48269","27187","3","-16.68","39.31","-97.65","155.43","",""
"36653","48269","27187","3","-8.47","38.67","-98.05","155.46","",""
"36705","48269","27187","3","-2.65","35.73","-99.14","155.56","",""
"36705","48314","27187","3","3.39","34.06","-100.58","155.69","",""
"36705","48314","27026","3","7.44","34.43","-100.91","155.77","",""
"36705","48314","27026","3","11.21","34.35","-100.93","155.80","",""
"36824","48314","27026","3","11.42","35.72","-100.91","155.90","",""
"36824","48256","27026","3","17.23","35.61","-101.26","156.03","",""
"36824","48256","27027","3","18.85","35.85","-100.83","156.11","",""
"36824","48256","27027","3","21.11","35.67","-100.68","156.14","",""
"36772","48256","27027","3","22.19","36.24","-100.45","156.24","",""
"36772","48284","27027","3","23.42","36.30","-100.09","156.36","",""
"36772","48284","27022","3","25.17","35.66","-99.89","156.45","",""
"36772","48284","27022","3","26.32","35.33","-99.79","156.47","",""
"36826","48284","27022","3","27.90","34.93","-99.66","156.58","",""
"36826","48301","27022","3","27.26","34.40","-98.47","156.70","",""
"36826","48301","27111","3","26.71","34.49","-97.34","156.79","",""
"36826","48301","27111","3","26.89","34.62","-96.96","156.81","",""
"36767","48301","27111","3","26.49","36.27","-95.23","156.92","",""
"36767","48289","27111","3","25.65","37.81","-93.43","157.04","",""
"36767","48289","27208","3","25.54","38.39","-92.55","157.13","",""
"36767","48289","27208","3","25.39","38.09","-92.30","157.15","",""
"36681","48289","27208","3","25.12","38.30","-91.52","157.26","",""
"36681","48288","27208","3","25.50","38.01","-91.16","157.38","",""
"36681","48288","27360","3","24.22","38.36","-90.90","157.47","",""
"36681","48288","27360","3","23.42","38.39","-90.78","157.49","",""
"36474","48288","27360","3","21.58","38.86","-90.05","157.60","",""
"36474","48340","27360","3","20.44","38.99","-88.94","157.72","",""
"36474","48340","27654","3","18.46","39.08","-87.97","157.81","",""
"36474","48340","27654","3","17.61","39.21","-87.63","157.83","",""
"36210","48340","27654","3","16.18","39.41","-86.68","157.94","",""
"36210","48883","27654","3","15.59","38.71","-85.80","158.06","",""
"36210","48883","28271","3","15.38","38.59","-85.41","158.15","",""
"36210","48883","28271","3","15.08","38.63","-85.33","158.18","",""
"36513","48883","28271","3","14.20","39.10","-84.99","158.28","",""
"36513","53659","28271","3","8.77","40.17","-83.01","158.42","",""
"36513","53659","28546","3","5.44","41.60","-82.07","158.50","",""
"36513","53659","28546","3","4.62","41.77","-81.73","158.53","",""
"36912","53659","28546","3","4.65","42.59","-81.37","158.63","",""
"36912","54182","28546","3","4.55","41.65","-81.29","158.77","",""
"36912","54182","28765","3","7.28","39.05","-82.70","158.86","",""
"36912","54182","28765","3","9.10","38.49","-83.60","158.88","",""
"35716","54182","28765","3","11.52","35.57","-84.81","158.99","",""
"35716","47729","28765","3","13.93","34.20","-84.86","159.11","",""
"35716","47729","27738","3","13.74","34.83","-84.66","159.20","",""
"35716","47729","27738","3","14.15","35.22","-84.62","159.22","",""
"35613","47729","27738","3","14.99","35.87","-84.81","159.32","",""
"35613","46346","27738","3","15.16","35.88","-85.23","159.45","",""
"35613","46346","27843","3","16.40","36.11","-85.43","159.53","",""
"35613","46346","27843","3","16.54","36.20","-85.56","159.56","",""
"36286","46346","27843","3","19.19","35.66","-86.25","159.66","",""
"36286","50510","27843","3","22.98","33.23","-87.45","159.79","",""
"36286","50510","27391","3","22.56","32.51","-88.16","159.87","",""
"36286","50510","27391","3","22.38","32.59","-88.44","159.90","",""
"35723","50510","27391","3","23.30","30.70","-89.83","160.00","",""
"35723","46535","27391","3","32.99","24.99","-92.50","160.12","",""
"35723","46535","27249","3","36.24","23.25","-94.47","160.21","",""
"35723","46535","27249","3","35.95","23.34","-95.02","160.23","",""
"36758","46535","27249","3","36.91","19.98","-97.12","160.34","",""
"36758","48132","27249","3","33.69","17.87","-99.20","160.46","",""
"36758","48132","27144","3","33.44","14.66","-101.61","160.55","",""
"36758","48132","27144","3","33.13","14.14","-102.20","160.57","",""
"36650","48132","27144","3","34.47","8.97","-104.92","160.68","",""
"36650","48211","27144","3","33.51","2.47","-107.08","160.80","",""
"36650","48211","27033","3","32.79","-2.87","-108.30","160.89","",""
"36650","48211","27033","3","32.72","76.62","-108.83","160.91","",""
"36328","48211","27033","3","33.73","143.02","-110.68","161.02","",""
"36328","48549","27033","3","33.03","205.52","-110.94","161.14","",""
"36328","48549","26765","3","32.19","254.04","-111.24","161.23","",""
"36328","48549","26765","3","33.34","278.69","-111.47","161.25","",""
"36599","48549","26765","3","32.22","316.48","-111.92","161.35","",""
"36599","46656","26765","3","29.53","354.74","-111.90","161.48","",""
"36599","46656","26341","3","29.53","354.74","-112.63","161.56","",""
"36599","46656","26341","3","29.53","354.74","-112.80","161.59","",""
"36200","46656","26341","3","29.53","354.74","-112.50","161.69","",""
"36200","44639","26341","3","29.53","354.74","-113.06","161.81","",""
"36200","44639","26537","3","29.53","354.74","-113.59","161.89","",""
"36200","44639","26537","3","29.53","354.74","-113.62","161.91","",""
"34742","44639","26537","3","29.53","354.74","-114.43","162.01","",""
"34742","42974","26537","3","29.53","354.74","-114.80","162.13","",""
"34742","42974","26645","3","29.53","354.74","-114.54","162.21","",""
"34742","42974","26645","3","29.53","354.74","-114.38","162.23","",""
"34724","42974","26645","3","29.53","354.74","-114.02","162.33","",""
"34724","43095","26645","3","29.53","354.74","-113.30","162.45","",""
"34724","43095","26583","3","29.53","354.74","-113.21","162.53","",""
