"A","B","C","G"
"65410","139611","89061","2"
"65410","139611","85047","2"
"65410","139611","85047","2"
"64956","139611","85047","2"
"64956","139625","85047","2"
"64956","139625","86614","2"
"64956","139625","86614","2"
"64248","139625","86614","2"
"64248","139375","86614","2"
"64248","139375","81847","2"
"64248","139375","81847","2"
"63690","139375","81847","2"
"63690","139380","81847","2"
"63690","139380","81839","2"
"63690","139380","81839","2"
"63694","139380","81839","2"
"63694","139352","81839","2"
"63694","139352","85264","2"
"63694","139352","85264","2"
"64445","139352","85264","2"
"64445","139619","85264","2"
"64445","139619","86289","2"
"64445","139619","86289","2"
"64362","139619","86289","2"
"64362","139620","86289","2"
"64362","139620","89341","2"
"64362","139620","89341","2"
"65371","139620","89341","2"
"65371","139624","89341","2"
"65371","139624","86028","2"
"65371","139624","86028","2"
"64002","139624","86028","2"
"64002","139620","86028","2"
"64002","139620","86304","2"
"64002","139620","86304","2"
"64327","139620","86304","2"
"64327","139639","86304","2"
"64327","139639","89398","2"
"64327","139639","89398","2"
"65414","139639","89398","2"
"65414","139611","89398","2"
"65414","139611","82155","2"
"65414","139611","82155","2"
"63670","139611","82155","2"
"63670","139376","82155","2"
"63670","139376","80943","2"
"63670","139376","80943","2"
"64343","139376","80943","2"
"64343","139630","80943","2"
"64343","139630","80964","2"
"64343","139630","80964","2"
"64335","139630","80964","2"
"64335","139650","80964","2"
"64335","139650","81282","2"
"64335","139650","81282","2"
"64000","139650","81282","2"
"64000","139675","81282","2"
"64000","139675","81249","2"
"64000","139675","81249","2"
"64333","139675","81249","2"
"64333","139319","81249","2"
"64333","139319","81260","2"
"64333","139319","81260","2"
"64028","139319","81260","2"
"64028","139622","81260","2"
"64028","139622","81261","2"
"64028","139622","81261","2"
"64299","139622","81261","2"
"64299","139381","81261","2"
"64299","139381","81262","2"
"64299","139381","81262","2"
"64038","139381","81262","2"
"64038","139625","81262","2"
"64038","139625","85252","2"
"64038","139625","85252","2"
"64381","139625","85252","2"
"64381","139691","85252","2"
"64381","139691","81672","2"
"64381","139691","81672","2"
"63632","139691","81672","2"
"63632","139642","81672","2"
"63632","139642","86308","2"
"63632","139642","86308","2"
"64276","139642","86308","2"
"64276","139677","86308","2"
"64276","139677","84704","2"
"64276","139677","84704","2"
"61583","139677","84704","2"
"61583","138657","84704","2"
"61583","138657","80929","2"
"61583","138657","80929","2"
"64348","138657","80929","2"
"64348","139642","80929","2"
"64348","139642","89411","2"
"64348","139642","89411","2"
"65452","139642","89411","2"
"65452","139539","89411","2"
"65452","139539","87112","2"
"65452","139539","87112","2"
"63756","139539","87112","2"
"63756","139211","87112","2"
"63756","139211","90665","2"
"63756","139211","90665","2"
"64884","139211","90665","2"
"64884","139215","90665","2"
"64884","139215","87164","2"
"64884","139215","87164","2"
"63747","139215","87164","2"
"63747","139090","87164","2"
"63747","139090","89950","2"
"63747","139090","89950","2"
"65171","139090","89950","2"
"65171","139668","89950","2"
"65171","139668","89405","2"
"65171","139668","89405","2"
"65438","139668","89405","2"
"65438","139589","89405","2"
"65438","139589","90278","2"
"65438","139589","90278","2"
"66457","139589","90278","2"
"66457","138347","90278","2"
"66457","138347","89959","2"
"66457","138347","89959","2"
"66410","138347","89959","2"
"66410","138397","89959","2"
"66410","138397","90379","2"
"66410","138397","90379","2"
"65307","138397","90379","2"
"65307","139066","90379","2"
"65307","139066","91282","2"
"65307","139066","91282","2"
"64391","139066","91282","2"
"64391","139113","91282","2"
"64391","139113","90758","2"
"64391","139113","90758","2"
"64654","139113","90758","2"
"64654","139361","90758","2"
"64654","139361","91890","2"
"64654","139361","91890","2"
"63826","139361","91890","2"
"63826","139074","91890","2"
"63826","139074","95913","2"
"63826","139074","95913","2"
"64406","139074","95913","2"
"64406","139258","95913","2"
"64406","139258","95847","2"
"64406","139258","95847","2"
"65628","139258","95847","2"
"65628","138367","95847","2"
"65628","138367","99209","2"
"65628","138367","99209","2"
"65732","138367","99209","2"
"65732","139648","99209","2"
"65732","139648","95908","2"
"65732","139648","95908","2"
"65025","139648","95908","2"
"65025","138677","95908","2"
"65025","138677","100889","2"
"65025","138677","100889","2"
"64890","138677","100889","2"
"64890","138763","100889","2"
"64890","138763","104200","2"
"64890","138763","104200","2"
"65392","138763","104200","2"
"65392","139579","104200","2"
"65392","139579","109289","2"
"65392","139579","109289","2"
"65968","139579","109289","2"
"65968","139339","109289","2"
"65968","139339","108960","2"
"65968","139339","108960","2"
"65371","139339","108960","2"
"65371","139634","108960","2"
"65371","139634","105911","2"
"65371","139634","105911","2"
"65599","139634","105911","2"
"65599","138034","105911","2"
"65599","138034","106101","2"
"65599","138034","106101","2"
"65664","138034","106101","2"
"65664","137756","106101","2"
"65664","137756","108969","2"
"65664","137756","108969","2"
"66216","137756","108969","2"
"66216","139045","108969","2"
"66216","139045","89421","2"
"66216","139045","89421","2"
"65484","139045","89421","2"
"65484","139555","89421","2"
"65484","139555","81682","2"
"65484","139555","81682","2"
"64005","139555","81682","2"
"64005","139710","81682","2"
"64005","139710","89389","2"
"64005","139710","89389","2"
"65466","139710","89389","2"
"65466","139621","89389","2"
"65466","139621","86742","2"
"65466","139621","86742","2"
"63345","139621","86742","2"
"63345","139680","86742","2"
"63345","139680","87242","2"
"63345","139680","87242","2"
"63697","139680","87242","2"
"63697","139446","87242","2"
"63697","139446","86397","2"
"63697","139446","86397","2"
"63266","139446","86397","2"
"63266","139759","86397","2"
"63266","139759","87207","2"
"63266","139759","87207","2"
"63698","139759","87207","2"
"63698","139439","87207","2"
"63698","139439","85272","2"
"63698","139439","85272","2"
"64424","139439","85272","2"
"64424","139723","85272","2"
"64424","139723","85921","2"
"64424","139723","85921","2"
"64766","139723","85921","2"
"64766","139707","85921","2"
"64766","139707","89372","2"
"64766","139707","89372","2"
"65473","139707","89372","2"
"65473","139609","89372","2"
"65473","139609","86754","2"
"65473","139609","86754","2"
"63306","139609","86754","2"
"63306","139702","86754","2"
"63306","139702","87312","2"
"63306","139702","87312","2"
"63649","139702","87312","2"
"63649","139426","87312","2"
"63649","139426","89387","2"
"63649","139426","89387","2"
"65454","139426","89387","2"
"65454","139651","89387","2"
"65454","139651","86772","2"
"65454","139651","86772","2"
"63235","139651","86772","2"
"63235","139728","86772","2"
"63235","139728","87310","2"
"63235","139728","87310","2"
"63623","139728","87310","2"
"63623","139455","87310","2"
"63623","139455","89355","2"
"63623","139455","89355","2"
"65419","139455","89355","2"
"65419","139692","89355","2"
"65419","139692","86967","2"
"65419","139692","86967","2"
"63047","139692","86967","2"
"63047","139709","86967","2"
"63047","139709","87473","2"
"63047","139709","87473","2"
"63451","139709","87473","2"
"63451","139437","87473","2"
"63451","139437","104803","2"
"63451","139437","104803","2"
"64396","139437","104803","2"
"64396","139680","104803","2"
"64396","139680","106656","2"
"64396","139680","106656","2"
"64337","139680","106656","2"
"64337","138802","106656","2"
"64337","138802","110378","2"
"64337","138802","110378","2"
"69484","138802","110378","2"
"69484","139029","110378","2"
"69484","139029","109311","2"
"69484","139029","109311","2"
"65695","139029","109311","2"
"65695","139222","109311","2"
"65695","139222","109300","2"
"65695","139222","109300","2"
"70096","139222","109300","2"
"70096","139585","109300","2"
"70096","139585","109382","2"
"70096","139585","109382","2"
"67276","139585","109382","2"
"67276","137862","109382","2"
"67276","137862","109098","2"
"67276","137862","109098","2"
"65781","137862","109098","2"
"65781","139351","109098","2"
"65781","139351","109131","2"
"65781","139351","109131","2"
"65733","139351","109131","2"
"65733","139398","109131","2"
"65733","139398","109284","2"
"65733","139398","109284","2"
"60340","139398","109284","2"
"60340","139461","109284","2"
"60340","139461","109503","2"
"60340","139461","109503","2"
"60967","139461","109503","2"
"60967","139080","109503","2"
"60967","139080","105479","2"
"60967","139080","105479","2"
"65013","139080","105479","2"
"65013","138686","105479","2"
"65013","138686","106313","2"
"65013","138686","106313","2"
"68364","138686","106313","2"
"68364","139499","106313","2"
"68364","139499","100571","2"
"68364","139499","100571","2"
"69091","139499","100571","2"
"69091","139887","100571","2"
"69091","139887","74270","2"
"69091","139887","74270","2"
"75422","139887","74270","2"
"75422","139665","74270","2"
"75422","139665","74300","2"
"75422","139665","74300","2"
"73037","139665","74300","2"
"73037","138026","74300","2"
"73037","138026","74876","2"
"73037","138026","74876","2"
"75637","138026","74876","2"
"75637","139572","74876","2"
"75637","139572","74241","2"
"75637","139572","74241","2"
"75922","139572","74241","2"
"75922","139536","74241","2"
"75922","139536","74869","2"
"75922","139536","74869","2"
"75300","139536","74869","2"
"75300","139905","74869","2"
"75300","139905","74249","2"
"75300","139905","74249","2"
"75949","139905","74249","2"
"75949","139539","74249","2"
"75949","139539","74820","2"
"75949","139539","74820","2"
"75332","139539","74820","2"
"75332","139922","74820","2"
"75332","139922","74230","2"
"75332","139922","74230","2"
"75482","139922","74230","2"
"75482","139690","74230","2"
"75482","139690","74300","2"
"75482","139690","74300","2"
"73069","139690","74300","2"
"73069","138013","74300","2"
"73069","138013","74848","2"
"73069","138013","74848","2"
"76131","138013","74848","2"
"76131","139107","74848","2"
"76131","139107","74200","2"
"76131","139107","74200","2"
"80268","139107","74200","2"
"80268","135837","74200","2"
"80268","135837","74731","2"
"80268","135837","74731","2"
"76707","135837","74731","2"
"76707","138024","74731","2"
"76707","138024","74246","2"
"76707","138024","74246","2"
"81756","138024","74246","2"
"81756","138756","74246","2"
"81756","138756","74262","2"
"81756","138756","74262","2"
"80587","138756","74262","2"
"80587","139948","74262","2"
"80587","139948","74236","2"
"80587","139948","74236","2"
"80667","139948","74236","2"
"80667","139859","74236","2"
"80667","139859","74303","2"
"80667","139859","74303","2"
"80621","139859","74303","2"
"80621","139881","74303","2"
"80621","139881","74377","2"
"80621","139881","74377","2"
"81940","139881","74377","2"
"81940","138469","74377","2"
"81940","138469","74299","2"
"81940","138469","74299","2"
"80695","138469","74299","2"
"80695","139850","74299","2"
"80695","139850","74329","2"
"80695","139850","74329","2"
"80386","139850","74329","2"
"80386","139787","74329","2"
"80386","139787","73793","2"
"80386","139787","73793","2"
"77551","139787","73793","2"
"77551","138724","73793","2"
"77551","138724","74919","2"
"77551","138724","74919","2"
"80627","138724","74919","2"
"80627","139274","74919","2"
"80627","139274","74899","2"
"80627","139274","74899","2"
"75940","139274","74899","2"
"75940","139294","74899","2"
"75940","139294","74251","2"
"75940","139294","74251","2"
"75483","139294","74251","2"
"75483","139693","74251","2"
"75483","139693","74324","2"
"75483","139693","74324","2"
"76318","139693","74324","2"
"76318","139818","74324","2"
"76318","139818","74331","2"
"76318","139818","74331","2"
"75423","139818","74331","2"
"75423","139706","74331","2"
"75423","139706","75257","2"
"75423","139706","75257","2"
"75643","139706","75257","2"
"75643","139580","75257","2"
"75643","139580","74297","2"
"75643","139580","74297","2"
"75428","139580","74297","2"
"75428","139726","74297","2"
"75428","139726","74385","2"
"75428","139726","74385","2"
"73000","139726","74385","2"
"73000","138063","74385","2"
"73000","138063","74908","2"
"73000","138063","74908","2"
"75649","138063","74908","2"
"75649","139600","74908","2"
"75649","139600","74305","2"
"75649","139600","74305","2"
"75449","139600","74305","2"
"75449","139710","74305","2"
"75449","139710","74340","2"
"75449","139710","74340","2"
"73025","139710","74340","2"
"73025","138085","74340","2"
"73025","138085","74927","2"
"73025","138085","74927","2"
"75562","138085","74927","2"
"75562","139671","74927","2"
"75562","139671","74352","2"
"75562","139671","74352","2"
"75457","139671","74352","2"
"75457","139665","74352","2"
"75457","139665","74409","2"
"75457","139665","74409","2"
"72884","139665","74409","2"
"72884","138153","74409","2"
"72884","138153","75028","2"
"72884","138153","75028","2"
"75474","138153","75028","2"
"75474","139668","75028","2"
"75474","139668","74277","2"
"75474","139668","74277","2"
"75124","139668","74277","2"
"75124","135964","74277","2"
"75124","135964","74005","2"
"75124","135964","74005","2"
"75509","135964","74005","2"
"75509","139703","74005","2"
"75509","139703","74387","2"
"75509","139703","74387","2"
"72926","139703","74387","2"
"72926","138163","74387","2"
"72926","138163","74008","2"
"72926","138163","74008","2"
"72968","138163","74008","2"
"72968","138177","74008","2"
"72968","138177","74937","2"
"72968","138177","74937","2"
"75630","138177","74937","2"
"75630","139647","74937","2"
"75630","139647","74362","2"
"75630","139647","74362","2"
"75451","139647","74362","2"
"75451","139693","74362","2"
"75451","139693","74388","2"
"75451","139693","74388","2"
"72911","139693","74388","2"
"72911","138217","74388","2"
"72911","138217","74965","2"
"72911","138217","74965","2"
"75647","138217","74965","2"
"75647","139560","74965","2"
"75647","139560","74350","2"
"75647","139560","74350","2"
"75465","139560","74350","2"
"75465","139699","74350","2"
"75465","139699","74376","2"
"75465","139699","74376","2"
"72961","139699","74376","2"
"72961","138156","74376","2"
"72961","138156","74983","2"
"72961","138156","74983","2"
"75526","138156","74983","2"
"75526","139677","74983","2"
"75526","139677","74318","2"
"75526","139677","74318","2"
"75520","139677","74318","2"
"75520","139669","74318","2"
"75520","139669","68431","2"
"75520","139669","68431","2"
"72965","139669","68431","2"
"72965","139311","68431","2"
"72965","139311","64648","2"
"72965","139311","64648","2"
"75892","139311","64648","2"
"75892","139516","64648","2"
"75892","139516","65142","2"
"75892","139516","65142","2"
"85020","139516","65142","2"
"85020","139737","65142","2"
"85020","139737","65657","2"
"85020","139737","65657","2"
"75177","139737","65657","2"
"75177","139583","65657","2"
"75177","139583","66401","2"
"75177","139583","66401","2"
"75496","139583","66401","2"
"75496","138504","66401","2"
"75496","138504","66112","2"
"75496","138504","66112","2"
"80069","138504","66112","2"
"80069","138963","66112","2"
"80069","138963","64766","2"
"80069","138963","64766","2"
"85936","138963","64766","2"
"85936","139189","64766","2"
"85936","139189","65128","2"
"85936","139189","65128","2"
"85571","139189","65128","2"
"85571","139516","65128","2"
"85571","139516","66151","2"
"85571","139516","66151","2"
"84272","139516","66151","2"
"84272","139467","66151","2"
"84272","139467","66024","2"
"84272","139467","66024","2"
"84916","139467","66024","2"
"84916","139268","66024","2"
"84916","139268","66764","2"
"84916","139268","66764","2"
"79800","139268","66764","2"
"79800","138581","66764","2"
"79800","138581","66231","2"
"79800","138581","66231","2"
"84463","138581","66231","2"
"84463","139217","66231","2"
"84463","139217","66714","2"
"84463","139217","66714","2"
"84485","139217","66714","2"
"84485","138967","66714","2"
"84485","138967","65780","2"
"84485","138967","65780","2"
"84930","138967","65780","2"
"84930","139182","65780","2"
"84930","139182","66736","2"
"84930","139182","66736","2"
"88370","139182","66736","2"
"88370","139787","66736","2"
"88370","139787","66393","2"
"88370","139787","66393","2"
"85291","139787","66393","2"
"85291","138526","66393","2"
"85291","138526","69808","2"
"85291","138526","69808","2"
"86645","138526","69808","2"
"86645","138472","69808","2"
"86645","138472","66163","2"
"86645","138472","66163","2"
"88749","138472","66163","2"
"88749","139704","66163","2"
"88749","139704","67108","2"
"88749","139704","67108","2"
"88666","139704","67108","2"
"88666","139533","67108","2"
"88666","139533","69809","2"
"88666","139533","69809","2"
"90054","139533","69809","2"
"90054","139754","69809","2"
"90054","139754","67233","2"
"90054","139754","67233","2"
"88185","139754","67233","2"
"88185","139462","67233","2"
"88185","139462","71356","2"
"88185","139462","71356","2"
"79453","139462","71356","2"
"79453","139383","71356","2"
"79453","139383","74753","2"
"79453","139383","74753","2"
"80780","139383","74753","2"
"80780","139432","74753","2"
"80780","139432","80859","2"
"80780","139432","80859","2"
"79716","139432","80859","2"
"79716","139056","80859","2"
"79716","139056","78964","2"
"79716","139056","78964","2"
"81292","139056","78964","2"
"81292","139699","78964","2"
"81292","139699","80289","2"
"81292","139699","80289","2"
"80321","139699","80289","2"
"80321","139002","80289","2"
"80321","139002","75169","2"
"80321","139002","75169","2"
"80097","139002","75169","2"
"80097","139613","75169","2"
"80097","139613","74366","2"
"80097","139613","74366","2"
"76176","139613","74366","2"
"76176","139686","74366","2"
"76176","139686","69854","2"
"76176","139686","69854","2"
"75336","139686","69854","2"
"37599","71176","42287","3"
"37599","71176","42287","3"
"37758","71176","42287","3"
"37758","74544","42287","3"
"37758","74544","41813","3"
"37758","74544","41813","3"
"37764","74544","41813","3"
"37764","73526","41813","3"
"37764","73526","42051","3"
"37764","73526","42051","3"
"38378","73526","42051","3"
"38378","73608","42051","3"
"38378","73608","41663","3"
"38378","73608","41663","3"
"38408","73608","41663","3"
"38408","72725","41663","3"
"38408","72725","41346","3"
"38408","72725","41346","3"
"37585","72725","41346","3"
"37585","74804","41346","3"
"37585","74804","41212","3"
"37585","74804","41212","3"
"38815","74804","41212","3"
"38815","73145","41212","3"
"38815","73145","41437","3"
"38815","73145","41437","3"
"38849","73145","41437","3"
"38849","76651","41437","3"
"38849","76651","41714","3"
"38849","76651","41714","3"
"38630","76651","41714","3"
"38630","77828","41714","3"
"38630","77828","41738","3"
"38630","77828","41738","3"
"39647","77828","41738","3"
"39647","74097","41738","3"
"39647","74097","41537","3"
"39647","74097","41537","3"
"39090","74097","41537","3"
"39090","76584","41537","3"
"39090","76584","41537","3"
"39090","76584","41537","3"
"39390","76584","41537","3"
"39390","76914","41537","3"
"39390","76914","41562","3"
"39390","76914","41562","3"
"39672","76914","41562","3"
"39672","77196","41562","3"
"39672","77196","41509","3"
"39672","77196","41509","3"
"39435","77196","41509","3"
"39435","77246","41509","3"
"39435","77246","41612","3"
"39435","77246","41612","3"
"39630","77246","41612","3"
"39630","82250","41612","3"
"39630","82250","41565","3"
"39630","82250","41565","3"
"39355","82250","41565","3"
"39355","81620","41565","3"
"39355","81620","41569","3"
"39355","81620","41569","3"
"38071","81620","41569","3"
"38071","83878","41569","3"
"38071","83878","41468","3"
"38071","83878","41468","3"
"38591","83878","41468","3"
"38591","82506","41468","3"
"38591","82506","41544","3"
"38591","82506","41544","3"
"37327","82506","41544","3"
"37327","87760","41544","3"
"37327","87760","41227","3"
"37327","87760","41227","3"
"34648","87760","41227","3"
"34648","87275","41227","3"
"34648","87275","40036","3"
"34648","87275","40036","3"
"34417","87275","40036","3"
"34417","99438","40036","3"
"34417","99438","39939","3"
"34417","99438","39939","3"
"36490","99438","39939","3"
"36490","101189","39939","3"
"36490","101189","40037","3"
"36490","101189","40037","3"
"34273","101189","40037","3"
"34273","103206","40037","3"
"34273","103206","40307","3"
"34273","103206","40307","3"
"36437","103206","40307","3"
"36437","104886","40307","3"
"36437","104886","40688","3"
"36437","104886","40688","3"
"36672","104886","40688","3"
"36672","104996","40688","3"
"36672","104996","40559","3"
"36672","104996","40559","3"
"36369","104996","40559","3"
"36369","105622","40559","3"
"36369","105622","40603","3"
"36369","105622","40603","3"
"36009","105622","40603","3"
"36009","106452","40603","3"
"36009","106452","40378","3"
"36009","106452","40378","3"
"35419","106452","40378","3"
"35419","107114","40378","3"
"35419","107114","40431","3"
"35419","107114","40431","3"
"35557","107114","40431","3"
"35557","106896","40431","3"
"35557","106896","40296","3"
"35557","106896","40296","3"
"35465","106896","40296","3"
"35465","110380","40296","3"
"35465","110380","40383","3"
"35465","110380","40383","3"
"36035","110380","40383","3"
"36035","111516","40383","3"
"36035","111516","40237","3"
"36035","111516","40237","3"
"35886","111516","40237","3"
"35886","111163","40237","3"
"35886","111163","40180","3"
"35886","111163","40180","3"
"35788","111163","40180","3"
"35788","115413","40180","3"
"35788","115413","40376","3"
"35788","115413","40376","3"
"36157","115413","40376","3"
"36157","115552","40376","3"
"36157","115552","40052","3"
"36157","115552","40052","3"
"35899","115552","40052","3"
"35899","116720","40052","3"
"35899","116720","40368","3"
"35899","116720","40368","3"
"36145","116720","40368","3"
"36145","115260","40368","3"
"36145","115260","40047","3"
"36145","115260","40047","3"
"34755","115260","40047","3"
"34755","117885","40047","3"
"34755","117885","40319","3"
"34755","117885","40319","3"
"35428","117885","40319","3"
"35428","102480","40319","3"
"35428","102480","40251","3"
"35428","102480","40251","3"
"35625","102480","40251","3"
"35625","106157","40251","3"
"35625","106157","40113","3"
"35625","106157","40113","3"
"35596","106157","40113","3"
"35596","106412","40113","3"
"35596","106412","40192","3"
"35596","106412","40192","3"
"35790","106412","40192","3"
"35790","102393","40192","3"
"35790","102393","40141","3"
"35790","102393","40141","3"
"35358","102393","40141","3"
"35358","106255","40141","3"
"35358","106255","40055","3"
"35358","106255","40055","3"
"34416","106255","40055","3"
"34416","112525","40055","3"
"34416","112525","39990","3"
"34416","112525","39990","3"
"34284","112525","39990","3"
"34284","113353","39990","3"
"34284","113353","40095","3"
"34284","113353","40095","3"
"34708","113353","40095","3"
"34708","112184","40095","3"
"34708","112184","40056","3"
"34708","112184","40056","3"
"34187","112184","40056","3"
"34187","108339","40056","3"
"34187","108339","40356","3"
"34187","108339","40356","3"
"35078","108339","40356","3"
"35078","112922","40356","3"
"35078","112922","40341","3"
"35078","112922","40341","3"
"35930","112922","40341","3"
"35930","119928","40341","3"
"35930","119928","40898","3"
"35930","119928","40898","3"
"36605","119928","40898","3"
"36605","115236","40898","3"
"36605","115236","40478","3"
"36605","115236","40478","3"
"37479","115236","40478","3"
"37479","119121","40478","3"
"37479","119121","40125","3"
"37479","119121","40125","3"
"37194","119121","40125","3"
"37194","128871","40125","3"
"37194","128871","39068","3"
"37194","128871","39068","3"
"38071","128871","39068","3"
"38071","135111","39068","3"
"38071","135111","38840","3"
"38071","135111","38840","3"
"37502","135111","38840","3"
"37502","135618","38840","3"
"37502","135618","38690","3"
"37502","135618","38690","3"
"36778","135618","38690","3"
"36778","135792","38690","3"
"36778","135792","38755","3"
"36778","135792","38755","3"
"37171","135792","38755","3"
"37171","135753","38755","3"
"37171","135753","38516","3"
"37171","135753","38516","3"
"37201","135753","38516","3"
"37201","136173","38516","3"
"37201","136173","38555","3"
"37201","136173","38555","3"
"37295","136173","38555","3"
"37295","131750","38555","3"
"37295","131750","38640","3"
"37295","131750","38640","3"
"37464","131750","38640","3"
"37464","130581","38640","3"
"37464","130581","38939","3"
"37464","130581","38939","3"
"37411","130581","38939","3"
"37411","130918","38939","3"
"37411","130918","39043","3"
"37411","130918","39043","3"
"38146","130918","39043","3"
"38146","130057","39043","3"
"38146","130057","39167","3"
"38146","130057","39167","3"
"37465","130057","39167","3"
"37465","125273","39167","3"
"37465","125273","39080","3"
"37465","125273","39080","3"
"37722","125273","39080","3"
"37722","129464","39080","3"
"37722","129464","38848","3"
"37722","129464","38848","3"
"38000","129464","38848","3"
"38000","135387","38848","3"
"38000","135387","39169","3"
"38000","135387","39169","3"
"38536","135387","39169","3"
"38536","138418","39169","3"
"38536","138418","39282","3"
"38536","138418","39282","3"
"38317","138418","39282","3"
"38317","139149","39282","3"
"38317","139149","39393","3"
"38317","139149","39393","3"
"38740","139149","39393","3"
"38740","134484","39393","3"
"38740","134484","39331","3"
"38740","134484","39331","3"
"39024","134484","39331","3"
"39024","133000","39331","3"
"39024","133000","39508","3"
"39024","133000","39508","3"
"39326","133000","39508","3"
"39326","137554","39508","3"
"39326","137554","39427","3"
"39326","137554","39427","3"
"38745","137554","39427","3"
"38745","134496","39427","3"
"38745","134496","39350","3"
"38745","134496","39350","3"
"41021","134496","39350","3"
"41021","135691","39350","3"
"41021","135691","39554","3"
"41021","135691","39554","3"
"38963","135691","39554","3"
"38963","133781","39554","3"
"38963","133781","39595","3"
"38963","133781","39595","3"
"38883","133781","39595","3"
"38883","137587","39595","3"
"38883","137587","39430","3"
"38883","137587","39430","3"
"38719","137587","39430","3"
"38719","138912","39430","3"
"38719","138912","39561","3"
"38719","138912","39561","3"
"38888","138912","39561","3"
"38888","133600","39561","3"
"38888","133600","39535","3"
"38888","133600","39535","3"
"39027","133600","39535","3"
"39027","132729","39535","3"
"39027","132729","39458","3"
"39027","132729","39458","3"
"38648","132729","39458","3"
"38648","128881","39458","3"
"38648","128881","39365","3"
"38648","128881","39365","3"
"38302","128881","39365","3"
"38302","134393","39365","3"
"38302","134393","39444","3"
"38302","134393","39444","3"
"38977","134393","39444","3"
"38977","133851","39444","3"
"38977","133851","39567","3"
"38977","133851","39567","3"
"38863","133851","39567","3"
"38863","133554","39567","3"
"38863","133554","39272","3"
"38863","133554","39272","3"
"38912","133554","39272","3"
"38912","137520","39272","3"
"38912","137520","39376","3"
"38912","137520","39376","3"
"38983","137520","39376","3"
"38983","138313","39376","3"
"38983","138313","39248","3"
"38983","138313","39248","3"
"38861","138313","39248","3"
"38861","129695","39248","3"
"38861","129695","39314","3"
"38861","129695","39314","3"
"38941","129695","39314","3"
"38941","122981","39314","3"
"38941","122981","39336","3"
"38941","122981","39336","3"
"38790","122981","39336","3"
"38790","124693","39336","3"
"38790","124693","39247","3"
"38790","124693","39247","3"
"39169","124693","39247","3"
"39169","123395","39247","3"
"39169","123395","39486","3"
"39169","123395","39486","3"
"39137","123395","39486","3"
"39137","117883","39486","3"
"39137","117883","39265","3"
"39137","117883","39265","3"
"38125","117883","39265","3"
"38125","116317","39265","3"
"38125","116317","39499","3"
"38125","116317","39499","3"
"37152","116317","39499","3"
"37152","115095","39499","3"
"37152","115095","39789","3"
"37152","115095","39789","3"
"36478","115095","39789","3"
"36478","115835","39789","3"
"36478","115835","39411","3"
"36478","115835","39411","3"
"34237","115835","39411","3"
"34237","108346","39411","3"
"34237","108346","41112","3"
"34237","108346","41112","3"
"34379","108346","41112","3"
"34379","107469","41112","3"
"34379","107469","41129","3"
"34379","107469","41129","3"
"34065","107469","41129","3"
"34065","111538","41129","3"
"34065","111538","40897","3"
"34065","111538","40897","3"
"34346","111538","40897","3"
"34346","107020","40897","3"
"34346","107020","41089","3"
"34346","107020","41089","3"
"35114","107020","41089","3"
"35114","107682","41089","3"
"35114","107682","40952","3"
"35114","107682","40952","3"
"35290","107682","40952","3"
"35290","109573","40952","3"
"35290","109573","40949","3"
"35290","109573","40949","3"
"36131","109573","40949","3"
"36131","106936","40949","3"
"36131","106936","41013","3"
"36131","106936","41013","3"
"35843","106936","41013","3"
"35843","113852","41013","3"
"35843","113852","41390","3"
"35843","113852","41390","3"
"36103","113852","41390","3"
"36103","110794","41390","3"
"36103","110794","41334","3"
"36103","110794","41334","3"
"35737","110794","41334","3"
"35737","109663","41334","3"
"35737","109663","41386","3"
"35737","109663","41386","3"
"36061","109663","41386","3"
"36061","109888","41386","3"
"36061","109888","41570","3"
"36061","109888","41570","3"
"35898","109888","41570","3"
"35898","109561","41570","3"
"35898","109561","41590","3"
"35898","109561","41590","3"
"36230","109561","41590","3"
"36230","114890","41590","3"
"36230","114890","41698","3"
"36230","114890","41698","3"
"36258","114890","41698","3"
"36258","114150","41698","3"
"36258","114150","41914","3"
"36258","114150","41914","3"
"35946","114150","41914","3"
"35946","114868","41914","3"
"35946","114868","41958","3"
"35946","114868","41958","3"
"36066","114868","41958","3"
"36066","113777","41958","3"
"36066","113777","41853","3"
"36066","113777","41853","3"
"35941","113777","41853","3"
"35941","119301","41853","3"
"35941","119301","42050","3"
"35941","119301","42050","3"
"35815","119301","42050","3"
"35815","114531","42050","3"
"35815","114531","41984","3"
"35815","114531","41984","3"
"35996","114531","41984","3"
"35996","119194","41984","3"
"35996","119194","42077","3"
"35996","119194","42077","3"
"35867","119194","42077","3"
"35867","119507","42077","3"
"35867","119507","41903","3"
"35867","119507","41903","3"
"36066","119507","41903","3"
"36066","114436","41903","3"
"36066","114436","42048","3"
"36066","114436","42048","3"
"35843","114436","42048","3"
"35843","118927","42048","3"
"35843","118927","42215","3"
"35843","118927","42215","3"
"35552","118927","42215","3"
"35552","119031","42215","3"
"35552","119031","41846","3"
"35552","119031","41846","3"
"36035","119031","41846","3"
"36035","114160","41846","3"
"36035","114160","41919","3"
"36035","114160","41919","3"
"36206","114160","41919","3"
"36206","110295","41919","3"
"36206","110295","42113","3"
"36206","110295","42113","3"
"35985","110295","42113","3"
"35985","113990","42113","3"
"35985","113990","42424","3"
"35985","113990","42424","3"
"34731","113990","42424","3"
"34731","119710","42424","3"
"34731","119710","41668","3"
"34731","119710","41668","3"
"35875","119710","41668","3"
"35875","119253","41668","3"
