"A","B","C","G"
"35875","119253","40403","3"
"35875","119253","40403","3"
"36506","119253","40403","3"
"36506","106336","40403","3"
"36506","106336","40526","3"
"36506","106336","40526","3"
"36319","106336","40526","3"
"36319","110283","40526","3"
"36319","110283","41209","3"
"36319","110283","41209","3"
"36189","110283","41209","3"
"36189","109403","41209","3"
"36189","109403","41095","3"
"36189","109403","41095","3"
"36394","109403","41095","3"
"36394","106451","41095","3"
"36394","106451","41006","3"
"36394","106451","41006","3"
"35565","106451","41006","3"
"35565","109310","41006","3"
"35565","109310","40901","3"
"35565","109310","40901","3"
"36258","109310","40901","3"
"36258","110216","40901","3"
"36258","110216","40947","3"
"36258","110216","40947","3"
"36102","110216","40947","3"
"36102","106979","40947","3"
"36102","106979","40975","3"
"36102","106979","40975","3"
"35911","106979","40975","3"
"35911","109168","40975","3"
"35911","109168","41205","3"
"35911","109168","41205","3"
"36325","109168","41205","3"
"36325","110289","41205","3"
"36325","110289","41210","3"
"36325","110289","41210","3"
"35781","110289","41210","3"
"35781","110123","41210","3"
"35781","110123","41004","3"
"35781","110123","41004","3"
"34929","110123","41004","3"
"34929","106810","41004","3"
"34929","106810","40528","3"
"34929","106810","40528","3"
"33367","106810","40528","3"
"33367","108452","40528","3"
"33367","108452","40731","3"
"33367","108452","40731","3"
"33909","108452","40731","3"
"33909","107800","40731","3"
"33909","107800","40382","3"
"33909","107800","40382","3"
"33606","107800","40382","3"
"33606","108687","40382","3"
"33606","108687","40176","3"
"33606","108687","40176","3"
"34305","108687","40176","3"
"34305","107963","40176","3"
"34305","107963","40077","3"
"34305","107963","40077","3"
"34143","107963","40077","3"
"34143","108438","40077","3"
"34143","108438","40242","3"
"34143","108438","40242","3"
"34797","108438","40242","3"
"34797","107746","40242","3"
"34797","107746","40378","3"
"34797","107746","40378","3"
"35076","107746","40378","3"
"35076","106874","40378","3"
"35076","106874","40717","3"
"35076","106874","40717","3"
"35554","106874","40717","3"
"35554","106186","40717","3"
"35554","106186","40392","3"
"35554","106186","40392","3"
"35125","106186","40392","3"
"35125","107152","40392","3"
"35125","107152","40696","3"
"35125","107152","40696","3"
"35515","107152","40696","3"
"35515","106234","40696","3"
"35515","106234","40512","3"
"35515","106234","40512","3"
"35049","106234","40512","3"
"35049","107123","40512","3"
"35049","107123","41028","3"
"35049","107123","41028","3"
"36480","107123","41028","3"
"36480","115044","41028","3"
"36480","115044","40972","3"
"36480","115044","40972","3"
"35928","115044","40972","3"
"35928","110495","40972","3"
"35928","110495","40927","3"
"35928","110495","40927","3"
"35771","110495","40927","3"
"35771","111055","40927","3"
"35771","111055","40976","3"
"35771","111055","40976","3"
"35544","111055","40976","3"
"35544","111771","40976","3"
"35544","111771","40938","3"
"35544","111771","40938","3"
"35183","111771","40938","3"
"35183","110760","40938","3"
"35183","110760","41108","3"
"35183","110760","41108","3"
"35457","110760","41108","3"
"35457","111441","41108","3"
"35457","111441","40948","3"
"35457","111441","40948","3"
"35209","111441","40948","3"
"35209","111229","40948","3"
"35209","111229","40997","3"
"35209","111229","40997","3"
"35324","111229","40997","3"
"35324","115315","40997","3"
"35324","115315","41229","3"
"35324","115315","41229","3"
"36186","115315","41229","3"
"36186","115112","41229","3"
"36186","115112","41115","3"
"36186","115112","41115","3"
"36073","115112","41115","3"
"36073","110874","41115","3"
"36073","110874","40938","3"
"36073","110874","40938","3"
"35505","110874","40938","3"
"35505","115120","40938","3"
"35505","115120","41239","3"
"35505","115120","41239","3"
"36107","115120","41239","3"
"36107","114831","41239","3"
"36107","114831","41110","3"
"36107","114831","41110","3"
"36120","114831","41110","3"
"36120","114591","41110","3"
"36120","114591","41182","3"
"36120","114591","41182","3"
"36089","114591","41182","3"
"36089","106693","41182","3"
"36089","106693","40936","3"
"36089","106693","40936","3"
"35363","106693","40936","3"
"35363","110298","40936","3"
"35363","110298","41128","3"
"35363","110298","41128","3"
"35758","110298","41128","3"
"35758","110245","41128","3"
"35758","110245","40978","3"
"35758","110245","40978","3"
"36018","110245","40978","3"
"36018","110749","40978","3"
"36018","110749","41122","3"
"36018","110749","41122","3"
"35753","110749","41122","3"
"35753","110874","41122","3"
"35753","110874","41174","3"
"35753","110874","41174","3"
"35449","110874","41174","3"
"35449","110505","41174","3"
"35449","110505","41134","3"
"35449","110505","41134","3"
"35761","110505","41134","3"
"35761","110549","41134","3"
"35761","110549","41120","3"
"35761","110549","41120","3"
"35775","110549","41120","3"
"35775","110531","41120","3"
"35775","110531","41144","3"
"35775","110531","41144","3"
"35681","110531","41144","3"
"35681","109968","41144","3"
"35681","109968","41093","3"
"35681","109968","41093","3"
"35673","109968","41093","3"
"35673","105930","41093","3"
"35673","105930","41306","3"
"35673","105930","41306","3"
"35950","105930","41306","3"
"35950","106696","41306","3"
"35950","106696","41126","3"
"35950","106696","41126","3"
"35231","106696","41126","3"
"35231","109613","41126","3"
"35231","109613","41204","3"
"35231","109613","41204","3"
"36372","109613","41204","3"
"36372","110198","41204","3"
"36372","110198","41188","3"
"36372","110198","41188","3"
"36353","110198","41188","3"
"36353","109560","41188","3"
"36353","109560","41108","3"
"36353","109560","41108","3"
"36103","109560","41108","3"
"36103","110209","41108","3"
"36103","110209","41075","3"
"36103","110209","41075","3"
"36160","110209","41075","3"
"36160","106435","41075","3"
"36160","106435","41387","3"
"36160","106435","41387","3"
"35984","106435","41387","3"
"35984","109154","41387","3"
"35984","109154","41456","3"
"35984","109154","41456","3"
"36368","109154","41456","3"
"36368","106063","41456","3"
"36368","106063","41178","3"
"36368","106063","41178","3"
"35833","106063","41178","3"
"35833","108991","41178","3"
"35833","108991","41198","3"
"35833","108991","41198","3"
"36415","108991","41198","3"
"36415","109811","41198","3"
"36415","109811","41056","3"
"36415","109811","41056","3"
"36185","109811","41056","3"
"36185","106386","41056","3"
"36185","106386","40919","3"
"36185","106386","40919","3"
"35380","106386","40919","3"
"35380","105171","40919","3"
"35380","105171","41597","3"
"35380","105171","41597","3"
"36294","105171","41597","3"
"36294","109884","41597","3"
"36294","109884","42671","3"
"36294","109884","42671","3"
"38112","109884","42671","3"
"38112","78195","42671","3"
"38112","78195","43095","3"
"38112","78195","43095","3"
"38451","78195","43095","3"
"38451","99667","43095","3"
"38451","99667","44029","3"
"38451","99667","44029","3"
"38811","99667","44029","3"
"38811","101301","44029","3"
"38811","101301","46335","3"
"38811","101301","46335","3"
"40362","101301","46335","3"
"40362","103560","46335","3"
"40362","103560","47648","3"
"40362","103560","47648","3"
"41094","103560","47648","3"
"41094","103678","47648","3"
"41094","103678","52260","3"
"41094","103678","52260","3"
"42251","103678","52260","3"
"42251","108004","52260","3"
"42251","108004","52983","3"
"42251","108004","52983","3"
"44843","108004","52983","3"
"44843","113550","52983","3"
"44843","113550","54707","3"
"44843","113550","54707","3"
"45645","113550","54707","3"
"45645","121439","54707","3"
"45645","121439","60794","3"
"45645","121439","60794","3"
"56484","121439","60794","3"
"56484","134430","60794","3"
"56484","134430","60312","3"
"56484","134430","60312","3"
"55821","134430","60312","3"
"55821","138736","60312","3"
"55821","138736","60045","3"
"55821","138736","60045","3"
"55970","138736","60045","3"
"55970","135657","60045","3"
"55970","135657","60358","3"
"55970","135657","60358","3"
"54779","135657","60358","3"
"54779","135677","60358","3"
"54779","135677","60017","3"
"54779","135677","60017","3"
"52522","135677","60017","3"
"52522","138229","60017","3"
"52522","138229","60136","3"
"52522","138229","60136","3"
"56660","138229","60136","3"
"56660","138989","60136","3"
"56660","138989","60621","3"
"56660","138989","60621","3"
"56445","138989","60621","3"
"56445","138753","60621","3"
"56445","138753","52877","3"
"56445","138753","52877","3"
"55245","138753","52877","3"
"55245","137826","52877","3"
"55245","137826","52977","3"
"55245","137826","52977","3"
"55140","137826","52977","3"
"55140","137607","52977","3"
"55140","137607","53294","3"
"55140","137607","53294","3"
"55171","137607","53294","3"
"55171","137585","53294","3"
"55171","137585","54841","3"
"55171","137585","54841","3"
"56970","137585","54841","3"
"56970","138915","54841","3"
"56970","138915","56160","3"
"56970","138915","56160","3"
"56482","138915","56160","3"
"56482","138394","56160","3"
"56482","138394","54641","3"
"56482","138394","54641","3"
"56708","138394","54641","3"
"56708","139723","54641","3"
"56708","139723","56240","3"
"56708","139723","56240","3"
"60723","139723","56240","3"
"60723","138816","56240","3"
"60723","138816","56243","3"
"60723","138816","56243","3"
"64916","138816","56243","3"
"64916","139367","56243","3"
"64916","139367","56423","3"
"64916","139367","56423","3"
"64377","139367","56423","3"
"64377","139741","56423","3"
"64377","139741","56593","3"
"64377","139741","56593","3"
"64852","139741","56593","3"
"64852","139673","56593","3"
"64852","139673","56188","3"
"64852","139673","56188","3"
"64334","139673","56188","3"
"64334","139736","56188","3"
"64334","139736","56582","3"
"64334","139736","56582","3"
"64882","139736","56582","3"
"64882","135238","56582","3"
"64882","135238","56403","3"
"64882","135238","56403","3"
"64159","135238","56403","3"
"64159","139648","56403","3"
"64159","139648","56203","3"
"64159","139648","56203","3"
"64313","139648","56203","3"
"64313","139739","56203","3"
"64313","139739","56628","3"
"64313","139739","56628","3"
"64855","139739","56628","3"
"64855","139371","56628","3"
"64855","139371","56508","3"
"64855","139371","56508","3"
"64311","139371","56508","3"
"64311","139706","56508","3"
"64311","139706","56988","3"
"64311","139706","56988","3"
"64186","139706","56988","3"
"64186","139653","56988","3"
"64186","139653","56508","3"
"64186","139653","56508","3"
"60922","139653","56508","3"
"60922","138377","56508","3"
"60922","138377","59891","3"
"60922","138377","59891","3"
"62735","138377","59891","3"
"62735","133188","59891","3"
"62735","133188","60502","3"
"62735","133188","60502","3"
"60968","133188","60502","3"
"60968","134947","60502","3"
"60968","134947","60351","3"
"60968","134947","60351","3"
"65222","134947","60351","3"
"65222","139687","60351","3"
"65222","139687","60698","3"
"65222","139687","60698","3"
"65176","139687","60698","3"
"65176","139706","60698","3"
"65176","139706","60745","3"
"65176","139706","60745","3"
"65119","139706","60745","3"
"65119","134967","60745","3"
"65119","134967","60242","3"
"65119","134967","60242","3"
"64335","134967","60242","3"
"64335","135628","60242","3"
"64335","135628","61061","3"
"64335","135628","61061","3"
"65092","135628","61061","3"
"65092","139442","61061","3"
"65092","139442","61842","3"
"65092","139442","61842","3"
"64327","139442","61842","3"
"64327","139717","61842","3"
"64327","139717","63302","3"
"64327","139717","63302","3"
"63077","139717","63302","3"
"63077","138860","63302","3"
"63077","138860","61854","3"
"63077","138860","61854","3"
"64333","138860","61854","3"
"64333","139708","61854","3"
"64333","139708","61515","3"
"64333","139708","61515","3"
"64349","139708","61515","3"
"64349","135269","61515","3"
"64349","135269","63454","3"
"64349","135269","63454","3"
"61882","135269","63454","3"
"61882","139315","63454","3"
"61882","139315","60187","3"
"61882","139315","60187","3"
"61227","139315","60187","3"
"61227","135280","60187","3"
"61227","135280","60324","3"
"61227","135280","60324","3"
"60426","135280","60324","3"
"60426","135008","60324","3"
"60426","135008","56415","3"
"60426","135008","56415","3"
"56178","135008","56415","3"
"56178","132502","56415","3"
"56178","132502","45524","3"
"56178","132502","45524","3"
"50270","132502","45524","3"
"50270","121811","45524","3"
"50270","121811","39866","3"
"50270","121811","39866","3"
"41423","121811","39866","3"
"41423","135167","39866","3"
"41423","135167","39844","3"
"41423","135167","39844","3"
"39943","135167","39844","3"
"39943","127153","39844","3"
"39943","127153","40409","3"
"39943","127153","40409","3"
"38314","127153","40409","3"
"38314","108659","40409","3"
"38314","108659","40888","3"
"38314","108659","40888","3"
"37416","108659","40888","3"
"37416","108468","40888","3"
"37416","108468","42589","3"
"37416","108468","42589","3"
"38763","108468","42589","3"
"38763","106700","42589","3"
"38763","106700","45461","3"
"38763","106700","45461","3"
"39734","106700","45461","3"
"39734","106579","45461","3"
"39734","106579","46558","3"
"39734","106579","46558","3"
"39991","106579","46558","3"
"39991","106560","46558","3"
"39991","106560","48155","3"
"39991","106560","48155","3"
"38837","106560","48155","3"
"38837","110434","48155","3"
"38837","110434","49989","3"
"38837","110434","49989","3"
"41514","110434","49989","3"
"41514","115110","49989","3"
"41514","115110","50399","3"
"41514","115110","50399","3"
"41096","115110","50399","3"
"41096","114475","50399","3"
"41096","114475","50323","3"
"41096","114475","50323","3"
"41580","114475","50323","3"
"41580","110561","50323","3"
"41580","110561","50897","3"
"41580","110561","50897","3"
"41061","110561","50897","3"
"41061","115316","50897","3"
"41061","115316","50495","3"
