A,B,C,G,,,,,,,,,
55288,57021,45878,3,-3.23,203.57,-0.82,15.95,,,,,
55288,57021,45280,3,-0.62,155.79,5.77,16.08,,,,,
55288,57021,45280,3,-0.44,121.83,8.47,16.10,,,,,
56062,57021,45280,3,-5.64,82.70,19.64,16.24,,,,,
56062,63745,45280,3,95.65,56.64,33.42,16.40,,,,,
56062,63745,44667,3,188.14,41.88,36.08,16.52,,,,,
56062,63745,44667,3,236.93,37.12,35.63,16.55,,,,,
56035,63745,44667,3,306.95,18.52,34.25,16.69,,,,,
56035,61389,44667,3,360.32,4.44,32.48,16.85,,,,,
56035,61389,44091,3,360.32,4.44,31.87,16.96,,,,,
56035,61389,44091,3,360.32,4.44,31.79,16.99,,,,,
56411,61389,44091,3,360.32,4.44,31.21,17.13,,,,,
56411,61222,44091,3,360.32,4.44,30.94,17.29,,,,,
56411,61222,43964,3,360.32,4.44,30.77,17.40,,,,,
56411,61222,43964,3,360.32,4.44,30.71,17.43,,,,,
54218,61222,43964,3,360.32,4.44,29.95,17.57,,,,,
54218,59770,43964,3,360.32,4.44,29.66,17.72,,,,,
54218,59770,44343,3,360.32,4.44,29.60,17.84,,,,,
54218,59770,44343,3,360.32,4.44,29.59,17.86,,,,,
55856,59770,44343,3,360.32,4.44,29.53,18.00,,,,,
55856,59208,44343,3,360.32,4.44,29.95,18.15,,,,,
55856,59208,44498,3,360.32,4.44,30.11,18.27,,,,,
55856,59208,44498,3,360.32,4.44,30.10,18.30,,,,,
54181,59208,44498,3,360.32,4.44,29.96,18.44,,,,,
54181,59123,44498,3,360.32,4.44,29.20,18.58,,,,,
54181,59123,43972,3,360.32,4.44,28.64,18.70,,,,,
54181,59123,43972,3,360.32,4.44,28.57,18.73,,,,,
54075,59123,43972,3,360.32,4.44,28.25,18.87,,,,,
54075,56540,43972,3,360.32,4.44,27.78,19.01,,,,,
54075,56540,44723,3,360.32,4.44,27.65,19.13,,,,,
54075,56540,44723,3,360.32,4.44,27.52,19.15,,,,,
54765,56540,44723,3,360.32,4.44,27.33,19.29,,,,,
54765,59833,44723,3,360.32,4.44,27.46,19.44,,,,,
54765,59833,44216,3,360.32,4.44,27.28,19.56,,,,,
54765,59833,44216,3,360.32,4.44,27.28,19.59,,,,,
54832,59833,44216,3,360.32,4.44,27.07,19.73,,,,,
54832,56812,44216,3,360.32,4.44,27.47,19.87,,,,,
54832,56812,44443,3,360.32,4.44,27.65,19.99,,,,,
54832,56812,44443,3,360.32,4.44,27.64,20.02,,,,,
54836,56812,44443,3,360.32,4.44,27.93,20.16,,,,,
54836,58615,44443,3,360.32,4.44,27.33,20.30,,,,,
54836,58615,43786,3,360.32,4.44,28.09,20.42,,,,,
54836,58615,43786,3,360.32,4.44,28.45,20.45,,,,,
56835,58615,43786,3,360.32,4.44,31.65,20.59,,,,,
56835,60362,43786,3,353.69,34.10,37.09,20.74,,,,,
56835,60362,44290,3,347.24,32.22,41.31,20.86,,,,,
56835,60362,44290,3,346.32,32.56,42.10,20.89,,,,,
56957,60362,44290,3,345.59,35.81,39.15,21.03,,,,,
56957,61564,44290,3,344.01,34.45,38.21,21.19,,,,,
56957,61564,44912,3,341.68,34.71,37.96,21.31,,,,,
56957,61564,44912,3,341.32,34.26,37.80,21.33,,,,,
56049,61564,44912,3,340.00,34.93,39.33,21.48,,,,,
56049,61333,44912,3,338.59,36.05,38.39,21.63,,,,,
56049,61333,44662,3,337.45,35.92,38.84,21.75,,,,,
56049,61333,44662,3,338.25,35.72,38.85,21.78,,,,,
55823,61333,44662,3,338.20,33.54,41.43,21.92,,,,,
55823,60165,44662,3,337.02,35.11,42.66,22.07,,,,,
55823,60165,44675,3,339.14,36.68,42.10,22.19,,,,,
55823,60165,44675,3,339.41,36.04,42.09,22.22,,,,,
55970,60165,44675,3,339.23,34.88,41.67,22.36,,,,,
55970,63793,44675,3,339.92,35.45,41.01,22.52,,,,,
55970,63793,44359,3,338.93,39.13,40.79,22.64,,,,,
55970,63793,44359,3,339.74,38.74,40.63,22.67,,,,,
56451,63793,44359,3,339.80,35.11,40.38,22.81,,,,,
56451,59384,44359,3,342.50,36.89,36.98,22.96,,,,,
56451,59384,44351,3,344.27,37.22,35.05,23.08,,,,,
56451,59384,44351,3,345.24,37.32,34.40,23.10,,,,,
56416,59384,44351,3,352.23,38.63,28.81,23.25,,,,,
56416,55651,44351,3,241.77,43.54,28.81,23.39,,,,,
56416,55651,44072,3,161.73,45.40,23.50,23.51,,,,,
56416,55651,44072,3,118.36,44.79,22.13,23.54,,,,,
55121,55651,44072,3,65.50,43.83,17.09,23.68,,,,,
55121,58778,44072,3,28.34,48.57,10.63,23.83,,,,,
55121,58778,44791,3,7.01,57.40,5.62,23.95,,,,,
55121,58778,44791,3,7.38,56.61,4.88,23.97,,,,,
53398,58778,44791,3,-8.75,55.28,-6.81,24.11,,,,,
53398,66954,44791,3,-17.22,53.34,-17.09,24.27,,,,,
53398,66954,44278,3,-10.21,49.57,-21.99,24.39,,,,,
53398,66954,44278,3,3.36,48.29,-22.93,24.42,,,,,
56367,66954,44278,3,1.51,38.89,-32.54,24.56,,,,,
56367,61722,44278,3,5.39,31.10,-37.17,24.72,,,,,
56367,61722,44269,3,15.16,26.88,-40.59,24.84,,,,,
56367,61722,44269,3,26.52,25.20,-41.14,24.86,,,,,
55555,61722,44269,3,33.67,18.27,-47.38,25.01,,,,,
55555,60385,44269,3,41.02,117.68,-52.26,25.16,,,,,
55555,60385,44848,3,48.03,200.25,-55.39,25.28,,,,,
55555,60385,44848,3,53.51,242.90,-56.03,25.30,,,,,
54291,60385,44848,3,57.20,296.02,-60.33,25.44,,,,,
54291,60318,44848,3,61.39,337.57,-63.85,25.60,,,,,
54291,60318,45633,3,62.89,359.44,-66.23,25.72,,,,,
54291,60318,45633,3,65.20,355.31,-66.62,25.74,,,,,
53928,60318,45633,3,65.20,355.31,-65.78,25.88,,,,,
53928,65744,45633,3,65.20,355.31,-65.87,26.04,,,,,
53928,65744,46612,3,65.20,355.31,-67.16,26.17,,,,,
53928,65744,46612,3,65.20,355.31,-67.47,26.19,,,,,
53686,65744,46612,3,65.20,355.31,-70.57,26.33,,,,,
53686,64852,46612,3,65.20,355.31,-76.44,26.49,,,,,
53686,64852,47048,3,65.20,355.31,-83.47,26.62,,,,,
53686,64852,47048,3,65.20,355.31,-85.35,26.64,,,,,
51427,64852,47048,3,65.20,355.31,-91.12,26.77,,,,,
51427,63790,47048,3,72.21,351.16,-91.24,26.93,,,,,
51427,63790,49239,3,72.35,341.99,-92.36,27.06,,,,,
51427,63790,49239,3,73.66,329.71,-93.07,27.09,,,,,
49442,63790,49239,3,70.89,328.87,-97.22,27.22,,,,,
49442,66613,49239,3,68.80,317.80,-100.48,27.38,,,,,
49442,66613,51913,3,65.54,311.66,-101.84,27.52,,,,,
49442,66613,51913,3,66.87,305.29,-102.01,27.54,,,,,
48295,66613,51913,3,63.76,307.16,-103.53,27.67,,,,,
48295,60324,51913,3,62.01,299.80,-104.17,27.82,,,,,
48295,60324,54787,3,59.57,294.76,-102.10,27.96,,,,,
48295,60324,54787,3,60.00,294.50,-101.71,27.99,,,,,
48529,60324,54787,3,60.56,291.63,-103.16,28.12,,,,,
48529,61830,54787,3,57.27,290.34,-103.76,28.27,,,,,
48529,61830,53037,3,55.60,288.75,-104.51,28.41,,,,,
48529,61830,53037,3,57.18,288.86,-105.21,28.44,,,,,
48287,61830,53037,3,57.07,284.64,-108.40,28.56,,,,,
48287,61738,53037,3,55.85,284.46,-106.70,28.72,,,,,
48287,61738,50463,3,56.91,282.31,-104.53,28.85,,,,,
48287,61738,50463,3,57.58,283.12,-103.86,28.88,,,,,
48746,61738,50463,3,53.23,274.42,-93.65,29.00,,,,,
48746,56610,50463,3,51.95,264.01,-87.48,29.15,,,,,
48746,56610,45968,3,49.54,256.73,-81.20,29.27,,,,,
48746,56610,45968,3,52.03,261.96,-79.11,29.30,,,,,
51349,56610,45968,3,24.76,261.73,-62.86,29.43,,,,,
51349,56142,45968,3,5.91,289.24,-50.65,29.57,,,,,
51349,56142,44342,3,1.88,315.23,-43.65,29.69,,,,,
51349,56142,44342,3,6.21,325.66,-41.93,29.72,,,,,
55823,56142,44342,3,-15.66,352.04,-30.53,29.86,,,,,
55823,56222,44342,3,-15.66,352.04,-25.32,30.01,,,,,
55823,56222,44257,3,-15.66,352.04,-22.02,30.12,,,,,
55823,56222,44257,3,39.62,280.78,-21.47,30.15,,,,,
55820,56222,44257,3,143.77,208.62,-21.75,30.29,,,,,
55820,56251,44257,3,240.98,141.12,-22.69,30.44,,,,,
55820,56251,44037,3,310.97,87.36,-23.51,30.56,,,,,
55820,56251,44037,3,331.40,64.13,-23.66,30.58,,,,,
56274,56251,44037,3,380.49,20.66,-23.56,30.73,,,,,
56274,55562,44037,3,380.49,20.66,-21.99,30.87,,,,,
56274,55562,43054,3,380.49,20.66,-23.28,30.98,,,,,
56274,55562,43054,3,380.49,20.66,-23.31,31.01,,,,,
54712,55562,43054,3,380.49,20.66,-22.00,31.15,,,,,
54712,54578,43054,3,380.49,20.66,-20.69,31.29,,,,,
54712,54578,42150,3,380.49,20.66,-19.84,31.40,,,,,
54712,54578,42150,3,380.49,20.66,-19.53,31.43,,,,,
53634,54578,42150,3,380.49,20.66,-19.25,31.56,,,,,
53634,51200,42150,3,380.49,20.66,-19.19,31.70,,,,,
53634,51200,42273,3,380.49,20.66,-18.21,31.81,,,,,
53634,51200,42273,3,380.49,20.66,-18.13,31.84,,,,,
55651,51200,42273,3,380.49,20.66,-17.93,31.98,,,,,
55651,51903,42273,3,380.49,20.66,-17.31,32.11,,,,,
55651,51903,41887,3,380.49,20.66,-16.24,32.23,,,,,
55651,51903,41887,3,380.49,20.66,-16.10,32.25,,,,,
56313,51903,41887,3,380.49,20.66,-15.68,32.39,,,,,
56313,51758,41887,3,380.49,20.66,-14.73,32.53,,,,,
56313,51758,41858,3,380.49,20.66,-15.12,32.64,,,,,
56313,51758,41858,3,380.49,20.66,-15.16,32.67,,,,,
56910,51758,41858,3,380.49,20.66,-14.79,32.81,,,,,
56910,48923,41858,3,380.49,20.66,-14.97,32.94,,,,,
56910,48923,42152,3,380.49,20.66,-15.15,33.05,,,,,
56910,48923,42152,3,380.49,20.66,-15.08,33.08,,,,,
58711,48923,42152,3,380.49,20.66,-14.35,33.23,,,,,
58711,51173,42152,3,380.49,20.66,-10.62,33.36,,,,,
58711,51173,42931,3,380.49,20.66,-9.08,33.48,,,,,
58711,51173,42931,3,380.49,20.66,-8.29,33.50,,,,,
60624,51173,42931,3,380.49,20.66,-3.11,33.65,,,,,
60624,55235,42931,3,353.76,18.54,2.08,33.79,,,,,
60624,55235,44112,3,348.94,25.72,4.11,33.91,,,,,
60624,55235,44112,3,345.26,27.59,4.37,33.94,,,,,
60586,55235,44112,3,340.97,28.03,8.84,34.09,,,,,
60586,55479,44112,3,335.19,25.29,10.05,34.23,,,,,
60586,55479,43451,3,331.63,25.26,12.25,34.35,,,,,
60586,55479,43451,3,329.08,26.69,12.62,34.38,,,,,
56662,55479,43451,3,326.52,29.09,11.22,34.52,,,,,
56662,54883,43451,3,320.95,32.65,9.57,34.66,,,,,
56662,54883,42545,3,320.03,35.76,9.29,34.78,,,,,
56662,54883,42545,3,322.73,36.10,8.65,34.80,,,,,
56868,54883,42545,3,329.27,34.85,-1.96,34.95,,,,,
56868,55380,42545,3,325.67,38.29,-13.58,35.09,,,,,
56868,55380,42913,3,218.07,42.28,-23.23,35.21,,,,,
56868,55380,42913,3,241.97,42.90,-24.27,35.23,,,,,
55947,55380,42913,3,274.88,44.76,-36.30,35.38,,,,,
55947,51354,42913,3,201.53,48.83,-47.87,35.51,,,,,
55947,51354,43371,3,145.45,46.65,-57.66,35.63,,,,,
55947,51354,43371,3,111.98,45.70,-59.80,35.65,,,,,
51110,51354,43371,3,72.13,43.40,-65.26,35.79,,,,,
51110,51809,43371,3,39.94,46.47,-69.08,35.92,,,,,
51110,51809,44268,3,20.79,48.64,-74.70,36.04,,,,,
51110,51809,44268,3,22.72,47.91,-75.85,36.07,,,,,
51702,51809,44268,3,8.81,44.89,-82.81,36.20,,,,,
51702,51123,44268,3,3.03,44.17,-87.62,36.33,,,,,
51702,51123,44507,3,5.66,44.44,-91.55,36.45,,,,,
51702,51123,44507,3,16.53,42.68,-92.42,36.48,,,,,
52668,51123,44507,3,14.85,39.28,-98.49,36.62,,,,,
52668,52400,44507,3,19.97,33.86,-105.62,36.75,,,,,
52668,52400,44604,3,27.05,24.80,-112.74,36.87,,,,,
52668,52400,44604,3,37.18,19.37,-114.13,36.90,,,,,
52917,52400,44604,3,41.50,106.84,-119.78,37.03,,,,,
52917,51348,44604,3,48.70,179.50,-126.35,37.17,,,,,
52917,51348,44259,3,55.79,233.05,-133.47,37.29,,,,,
52917,51348,44259,3,59.96,258.20,-134.73,37.31,,,,,
53714,51348,44259,3,60.39,292.00,-140.83,37.45,,,,,
53714,52193,44259,3,60.31,315.23,-143.41,37.59,,,,,
53714,52193,44891,3,60.71,331.39,-146.39,37.71,,,,,
53714,52193,44891,3,65.01,325.02,-147.36,37.73,,,,,
50150,52193,44891,3,67.01,339.91,-151.26,37.86,,,,,
50150,52230,44891,3,65.57,348.25,-152.84,38.00,,,,,
50150,52230,47466,3,64.91,350.05,-152.25,38.13,,,,,
50150,52230,47466,3,64.87,339.56,-152.26,38.15,,,,,
50703,52230,47466,3,63.75,340.85,-153.49,38.28,,,,,
50703,52112,47466,3,61.34,335.97,-156.69,38.42,,,,,
50703,52112,48043,3,58.86,329.43,-159.05,38.55,,,,,
50703,52112,48043,3,57.62,321.97,-159.29,38.57,,,,,
50493,52112,48043,3,56.31,318.47,-159.51,38.70,,,,,
50493,52686,48043,3,53.27,315.30,-158.65,38.84,,,,,
50493,52686,47649,3,53.17,311.56,-158.17,38.97,,,,,
50493,52686,47649,3,53.26,308.78,-158.19,38.99,,,,,
50117,52686,47649,3,52.08,305.83,-158.35,39.12,,,,,
50117,52312,47649,3,53.06,302.45,-158.43,39.26,,,,,
50117,52312,47758,3,54.82,299.48,-158.83,39.39,,,,,
50117,52312,47758,3,55.11,298.35,-158.90,39.41,,,,,
50170,52312,47758,3,55.12,296.19,-159.00,39.54,,,,,
50170,52241,47758,3,55.64,294.27,-159.09,39.68,,,,,
50170,52241,47716,3,55.72,293.31,-158.46,39.81,,,,,
50170,52241,47716,3,56.28,293.72,-158.47,39.83,,,,,
50052,52241,47716,3,56.19,293.06,-157.84,39.96,,,,,
50052,52445,47716,3,56.26,293.61,-158.01,40.10,,,,,
50052,52445,47557,3,53.44,292.65,-158.10,40.22,,,,,
50052,52445,47557,3,54.32,292.85,-158.24,40.25,,,,,
49704,52445,47557,3,55.89,291.09,-157.11,40.38,,,,,
49704,52936,47557,3,54.69,285.59,-150.90,40.52,,,,,
49704,52936,44918,3,50.73,280.50,-138.27,40.64,,,,,
49704,52936,44918,3,53.37,283.16,-135.73,40.66,,,,,
51494,52936,44918,3,47.50,277.41,-123.25,40.80,,,,,
51494,51034,44918,3,33.31,275.86,-112.02,40.93,,,,,
51494,51034,43255,3,14.57,287.81,-100.73,41.05,,,,,
51494,51034,43255,3,19.36,299.56,-98.76,41.08,,,,,
56501,51034,43255,3,-3.40,318.06,-90.79,41.22,,,,,
56501,52137,43255,3,-19.62,342.96,-79.78,41.35,,,,,
56501,52137,44655,3,85.85,359.42,-70.75,41.47,,,,,
56501,52137,44655,3,155.62,272.45,-69.32,41.50,,,,,
61105,52137,44655,3,238.97,197.19,-65.87,41.65,,,,,
61105,56021,44655,3,315.40,130.97,-65.40,41.80,,,,,
61105,56021,44622,3,355.14,83.17,-65.23,41.92,,,,,
61105,56021,44622,3,357.15,63.06,-65.48,41.94,,,,,
61618,56021,44622,3,357.15,63.06,-62.41,42.10,,,,,
61618,55643,44622,3,357.15,63.06,-61.16,42.24,,,,,
61618,55643,43931,3,357.15,63.06,-62.73,42.36,,,,,
61618,55643,43931,3,357.15,63.06,-62.87,42.38,,,,,
61755,55643,43931,3,357.15,63.06,-60.64,42.54,,,,,
61755,55683,43931,3,357.15,63.06,-58.74,42.68,,,,,
61755,55683,43944,3,357.15,63.06,-58.93,42.80,,,,,
61755,55683,43944,3,357.15,63.06,-59.05,42.82,,,,,
61712,55683,43944,3,357.15,63.06,-59.28,42.98,,,,,
61712,56844,43944,3,357.15,63.06,-59.65,43.12,,,,,
61712,56844,43862,3,357.15,63.06,-59.34,43.24,,,,,
61712,56844,43862,3,357.15,63.06,-59.28,43.26,,,,,
60650,56844,43862,3,357.15,63.06,-58.68,43.41,,,,,
60650,55774,43862,3,357.15,63.06,-57.30,43.56,,,,,
60650,55774,43884,3,357.15,63.06,-57.70,43.67,,,,,
60650,55774,43884,3,357.15,63.06,-57.76,43.70,,,,,
61707,55774,43884,3,357.15,63.06,-57.27,43.85,,,,,
61707,55710,43884,3,357.15,63.06,-57.72,44.00,,,,,
61707,55710,43561,3,357.15,63.06,-57.62,44.11,,,,,
61707,55710,43561,3,357.15,63.06,-57.57,44.14,,,,,
61493,55710,43561,3,357.15,63.06,-57.38,44.29,,,,,
61493,55682,43561,3,357.15,63.06,-57.15,44.43,,,,,
61493,55682,43550,3,357.15,63.06,-57.05,44.55,,,,,
61493,55682,43550,3,357.15,63.06,-57.13,44.58,,,,,
61495,55682,43550,3,357.15,63.06,-57.01,44.73,,,,,
61495,56332,43550,3,357.15,63.06,-56.89,44.87,,,,,
61495,56332,43547,3,357.15,63.06,-56.45,44.99,,,,,
61495,56332,43547,3,357.15,63.06,-56.47,45.02,,,,,
61558,56332,43547,3,357.15,63.06,-56.59,45.17,,,,,
61558,55772,43547,3,357.15,63.06,-57.09,45.31,,,,,
61558,55772,43794,3,356.52,3.29,-57.12,45.43,,,,,
61558,55772,43794,3,352.94,6.90,-57.11,45.46,,,,,
61803,55772,43794,3,348.40,9.60,-57.15,45.61,,,,,
61803,51158,43794,3,343.92,11.30,-57.64,45.74,,,,,
61803,51158,43069,3,341.48,14.03,-57.87,45.86,,,,,
61803,51158,43069,3,340.73,15.40,-57.93,45.89,,,,,
61018,51158,43069,3,338.39,15.86,-57.52,46.04,,,,,
61018,51106,43069,3,336.85,16.75,-57.76,46.17,,,,,
61018,51106,43409,3,336.05,17.83,-58.06,46.29,,,,,
61018,51106,43409,3,337.09,18.59,-58.11,46.32,,,,,
61231,51106,43409,3,335.78,20.38,-58.36,46.47,,,,,
61231,52120,43409,3,336.14,21.76,-58.59,46.61,,,,,
61231,52120,43190,3,335.53,21.10,-58.82,46.72,,,,,
61231,52120,43190,3,335.82,20.83,-58.81,46.75,,,,,
60760,52120,43190,3,330.14,21.50,-59.67,46.90,,,,,
60760,54273,43190,3,331.03,20.77,-59.89,47.04,,,,,
60760,54273,42988,3,336.44,17.19,-60.86,47.16,,,,,
60760,54273,42988,3,337.49,16.53,-61.10,47.18,,,,,
56450,54273,42988,3,348.28,17.28,-61.11,47.33,,,,,
56450,51109,42988,3,352.77,18.80,-63.04,47.46,,,,,
56450,51109,42001,3,350.53,20.11,-62.69,47.58,,,,,
56450,51109,42001,3,349.92,20.47,-62.63,47.60,,,,,
56641,51109,42001,3,343.84,22.76,-61.56,47.75,,,,,
56641,56069,42001,3,341.80,22.66,-62.13,47.89,,,,,
56641,56069,42586,3,341.46,22.28,-60.95,48.00,,,,,
56641,56069,42586,3,341.84,22.28,-60.73,48.03,,,,,
57652,56069,42586,3,343.22,22.75,-60.24,48.18,,,,,
57652,59867,42586,3,341.19,24.09,-59.32,48.33,,,,,
57652,59867,43348,3,342.81,24.59,-59.22,48.45,,,,,
57652,59867,43348,3,342.70,24.10,-59.31,48.47,,,,,
61819,59867,43348,3,342.84,20.39,-58.49,48.63,,,,,
61819,59837,43348,3,339.65,13.83,-57.89,48.78,,,,,
61819,59837,43475,3,339.42,11.97,-57.89,48.90,,,,,
61819,59837,43475,3,340.42,12.17,-57.92,48.92,,,,,
61176,59837,43475,3,335.43,9.42,-59.49,49.08,,,,,
61176,57751,43475,3,335.04,8.71,-61.49,49.22,,,,,
61176,57751,43923,3,335.11,6.35,-63.34,49.34,,,,,
61176,57751,43923,3,335.46,6.40,-63.67,49.37,,,,,
61611,57751,43923,3,337.13,6.82,-64.71,49.52,,,,,
61611,56728,43923,3,338.55,4.10,-65.57,49.67,,,,,
61611,56728,44146,3,341.02,-0.37,-65.91,49.78,,,,,
61611,56728,44146,3,340.68,-0.52,-65.93,49.81,,,,,
61608,56728,44146,3,338.54,95.44,-65.30,49.97,,,,,
61608,55380,44146,3,336.02,180.08,-64.03,50.11,,,,,
61608,55380,43731,3,335.28,246.81,-63.63,50.22,,,,,
61608,55380,43731,3,335.59,277.14,-63.47,50.25,,,,,
60771,55380,43731,3,332.87,323.93,-61.85,50.40,,,,,
60771,55396,43731,3,332.93,360.59,-60.92,50.55,,,,,
60771,55396,43693,3,332.93,360.59,-61.12,50.66,,,,,
60771,55396,43693,3,332.93,360.59,-61.15,50.69,,,,,
59146,55396,43693,3,332.93,360.59,-62.02,50.84,,,,,
59146,56645,43693,3,332.93,360.59,-62.10,50.98,,,,,
59146,56645,44076,3,332.93,360.59,-62.61,51.10,,,,,
59146,56645,44076,3,332.93,360.59,-63.11,51.13,,,,,
59275,56645,44076,3,332.93,360.59,-62.48,51.27,,,,,
59275,59543,44076,3,332.93,360.59,-62.15,51.42,,,,,
59275,59543,43808,3,332.93,360.59,-62.61,51.54,,,,,
59275,59543,43808,3,332.93,360.59,-62.60,51.57,,,,,
61593,59543,43808,3,332.93,360.59,-61.78,51.72,,,,,
61593,60383,43808,3,332.93,360.59,-61.86,51.87,,,,,
61593,60383,43040,3,332.93,360.59,-62.78,51.99,,,,,
61593,60383,43040,3,332.93,360.59,-62.93,52.01,,,,,
57911,60383,43040,3,332.93,360.59,-62.32,52.16,,,,,
57911,55851,43040,3,332.93,360.59,-62.87,52.30,,,,,
57911,55851,44370,3,332.93,360.59,-62.70,52.42,,,,,
57911,55851,44370,3,332.93,360.59,-62.71,52.45,,,,,
57429,55851,44370,3,332.93,360.59,-63.26,52.59,,,,,
57429,63438,44370,3,332.93,360.59,-63.53,52.75,,,,,
57429,63438,43713,3,332.93,360.59,-64.20,52.87,,,,,
57429,63438,43713,3,332.93,360.59,-64.32,52.89,,,,,
58416,63438,43713,3,332.93,360.59,-64.20,53.04,,,,,
58416,52988,43713,3,332.93,360.59,-63.64,53.18,,,,,
58416,52988,45110,3,332.93,360.59,-64.14,53.30,,,,,
58416,52988,45110,3,330.10,354.71,-64.18,53.32,,,,,
56673,52988,45110,3,331.02,352.92,-64.05,53.47,,,,,
56673,55584,45110,3,332.26,351.21,-65.47,53.61,,,,,
56673,55584,44501,3,333.93,347.41,-64.97,53.73,,,,,
56673,55584,44501,3,333.62,344.31,-64.85,53.76,,,,,
56308,55584,44501,3,333.69,342.17,-65.03,53.90,,,,,
56308,67452,44501,3,333.43,342.15,-64.92,54.07,,,,,
56308,67452,43980,3,332.69,339.86,-64.61,54.18,,,,,
56308,67452,43980,3,332.42,338.94,-64.43,54.21,,,,,
57215,67452,43980,3,334.56,341.64,-64.66,54.36,,,,,
57215,67462,43980,3,339.96,352.20,-63.09,54.52,,,,,
57215,67462,44218,3,342.06,355.74,-62.28,54.64,,,,,
57215,67462,44218,3,341.60,354.99,-62.05,54.67,,,,,
58543,67462,44218,3,344.40,360.44,-61.56,54.82,,,,,
58543,57441,44218,3,344.40,360.44,-64.27,54.96,,,,,
58543,57441,44380,3,353.59,269.27,-63.92,55.08,,,,,
58543,57441,44380,3,354.36,204.13,-63.87,55.11,,,,,
58982,57441,44380,3,358.88,135.34,-65.51,55.26,,,,,
58982,59499,44380,3,357.96,73.38,-66.51,55.41,,,,,
58982,59499,44085,3,360.76,36.05,-65.91,55.53,,,,,
58982,59499,44085,3,268.52,28.08,-65.67,55.55,,,,,
57213,59499,44085,3,282.65,-1.97,-64.24,55.70,,,,,
57213,57499,44085,3,295.64,-26.52,-63.50,55.84,,,,,
57213,57499,44111,3,310.84,-30.01,-63.76,55.96,,,,,
57213,57499,44111,3,323.11,-17.75,-63.86,55.99,,,,,
57732,57499,44111,3,235.15,-27.33,-68.15,56.14,,,,,
57732,56397,44111,3,153.31,-27.64,-70.26,56.28,,,,,
57732,56397,43963,3,88.69,-22.52,-70.63,56.40,,,,,
57732,56397,43963,3,62.46,-9.23,-70.78,56.42,,,,,
59707,56397,43963,3,13.68,-11.57,-70.11,56.57,,,,,
59707,61574,43963,3,-19.44,-8.52,-70.67,56.73,,,,,
59707,61574,44986,3,-24.40,-1.76,-79.19,56.85,,,,,
59707,61574,44986,3,-17.47,7.90,-80.80,56.88,,,,,
61629,61574,44986,3,-28.97,10.86,-87.17,57.03,,,,,
61629,60626,44986,3,-34.02,27.04,-95.28,57.18,,,,,
61629,60626,43972,3,-22.54,29.32,-103.31,57.30,,,,,
61629,60626,43972,3,-9.01,30.78,-104.93,57.33,,,,,
61164,60626,43972,3,-4.50,33.27,-115.46,57.48,,,,,
61164,65826,43972,3,7.12,33.10,-127.39,57.64,,,,,
61164,65826,43417,3,20.69,27.48,-135.01,57.76,,,,,
61164,65826,43417,3,31.45,24.63,-136.71,57.79,,,,,
56193,65826,43417,3,37.45,113.69,-145.95,57.93,,,,,
56193,63859,43417,3,47.88,188.97,-159.13,58.09,,,,,
56193,63859,44607,3,55.42,245.56,-165.90,58.21,,,,,
56193,63859,44607,3,58.78,268.49,-167.03,58.24,,,,,
51844,63859,44607,3,59.62,304.92,-171.93,58.37,,,,,
51844,55164,44607,3,60.70,332.02,-174.51,58.51,,,,,
51844,55164,46788,3,62.15,345.09,-175.30,58.64,,,,,
51844,55164,46788,3,64.06,338.87,-175.96,58.66,,,,,
52123,55164,46788,3,68.09,344.12,-177.24,58.80,,,,,
52123,55224,46788,3,68.08,349.71,-179.38,58.94,,,,,
52123,55224,48323,3,66.49,350.18,-180.93,59.07,,,,,
52123,55224,48323,3,65.97,340.53,-180.97,59.09,,,,,
51922,55224,48323,3,65.02,341.72,-180.41,59.23,,,,,
51922,55715,48323,3,63.20,339.11,-179.63,59.37,,,,,
51922,55715,48357,3,62.02,334.77,-178.97,59.50,,,,,
51922,55715,48357,3,60.20,329.66,-178.93,59.52,,,,,
51613,55715,48357,3,58.28,329.49,-179.62,59.66,,,,,
51613,54083,48357,3,58.30,324.64,-176.91,59.80,,,,,
51613,54083,47496,3,59.16,321.85,-175.86,59.92,,,,,
51613,54083,47496,3,60.42,318.02,-175.65,59.95,,,,,
52198,54083,47496,3,61.89,315.61,-175.68,60.09,,,,,
52198,54665,47496,3,62.76,313.35,-175.95,60.23,,,,,
52198,54665,47906,3,62.24,311.49,-174.78,60.35,,,,,
52198,54665,47906,3,61.81,311.24,-174.52,60.38,,,,,
51584,54665,47906,3,58.88,307.30,-171.55,60.51,,,,,
51584,52274,47906,3,45.04,291.89,-151.98,60.65,,,,,
51584,52274,44881,3,40.88,302.10,-145.71,60.77,,,,,
51584,52274,44881,3,39.44,313.07,-143.86,60.80,,,,,
53506,52274,44881,3,19.33,311.40,-132.40,60.93,,,,,
53506,52212,44881,3,16.33,318.94,-124.00,61.07,,,,,
53506,52212,44418,3,6.58,333.43,-118.84,61.19,,,,,
53506,52212,44418,3,7.64,340.15,-117.85,61.21,,,,,
55085,52212,44418,3,-4.48,356.41,-112.15,61.36,,,,,
55085,54409,44418,3,-4.48,356.41,-108.56,61.49,,,,,
55085,54409,44471,3,143.74,268.16,-106.46,61.61,,,,,
55085,54409,44471,3,201.13,201.20,-106.05,61.64,,,,,
56252,54409,44471,3,273.00,139.39,-99.99,61.78,,,,,
56252,62175,44471,3,330.79,87.26,-95.99,61.94,,,,,
